,Province,Municipality,Party,Ballot Type,ValidVotesCast,MeanVoterTurnout
530,Gauteng,GT411 - Mogale City [Krugersdorp],AZANIAN PEOPLE'S ORGANISATION,PR,600,46.83
531,Gauteng,GT411 - Mogale City [Krugersdorp],AZANIAN PEOPLE'S ORGANISATION,WARD,256,46.83
532,Gauteng,GT411 - Mogale City [Krugersdorp],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,18179,46.83
533,Gauteng,GT411 - Mogale City [Krugersdorp],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,17809,46.83
534,Gauteng,GT411 - Mogale City [Krugersdorp],INDEPENDENT,WARD,986,46.83
535,Gauteng,GT411 - Mogale City [Krugersdorp],INKATHA FREEDOM PARTY,PR,991,46.83
536,Gauteng,GT411 - Mogale City [Krugersdorp],INKATHA FREEDOM PARTY,WARD,1005,46.83
537,Gauteng,GT411 - Mogale City [Krugersdorp],UNITED DEMOCRATIC MOVEMENT,PR,560,46.83
538,Gauteng,GT411 - Mogale City [Krugersdorp],UNITED DEMOCRATIC MOVEMENT,WARD,317,46.83
539,Gauteng,GT412 - Randfontein [Randfontein],AFRICAN NATIONAL CONGRESS,PR,18155,52.01
540,Gauteng,GT412 - Randfontein [Randfontein],AFRICAN NATIONAL CONGRESS,WARD,17783,52.01
541,Gauteng,GT412 - Randfontein [Randfontein],AZANIAN PEOPLE'S ORGANISATION,PR,250,52.01
542,Gauteng,GT412 - Randfontein [Randfontein],AZANIAN PEOPLE'S ORGANISATION,WARD,144,52.01
543,Gauteng,GT412 - Randfontein [Randfontein],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,10440,52.01
544,Gauteng,GT412 - Randfontein [Randfontein],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,10290,52.01
545,Gauteng,GT412 - Randfontein [Randfontein],INDEPENDENT,WARD,616,52.01
546,Gauteng,GT412 - Randfontein [Randfontein],INKATHA FREEDOM PARTY,PR,134,52.01
547,Gauteng,GT412 - Randfontein [Randfontein],PAN AFRICANIST CONGRESS OF AZANIA,PR,486,52.01
548,Gauteng,GT412 - Randfontein [Randfontein],PAN AFRICANIST CONGRESS OF AZANIA,WARD,405,52.01
549,Gauteng,GT412 - Randfontein [Randfontein],THE SOCIALIST PARTY OF AZANIA,PR,68,52.01
550,Gauteng,GT412 - Randfontein [Randfontein],THE SOCIALIST PARTY OF AZANIA,WARD,36,52.01
551,Gauteng,GT412 - Randfontein [Randfontein],UNITED CHRISTIAN DEMOCRATIC PARTY,PR,306,52.01
552,Gauteng,GT412 - Randfontein [Randfontein],UNITED CHRISTIAN DEMOCRATIC PARTY,WARD,391,52.01
553,Gauteng,GT412 - Randfontein [Randfontein],UNITED DEMOCRATIC MOVEMENT,PR,249,52.01
554,Gauteng,GT412 - Randfontein [Randfontein],UNITED DEMOCRATIC MOVEMENT,WARD,245,52.01
555,Gauteng,GT414 - Westonaria [Westonaria],AFRICAN NATIONAL CONGRESS,PR,11878,38.55
556,Gauteng,GT414 - Westonaria [Westonaria],AFRICAN NATIONAL CONGRESS,WARD,12051,38.55
557,Gauteng,GT414 - Westonaria [Westonaria],AZANIAN PEOPLE'S ORGANISATION,PR,1902,38.55
558,Gauteng,GT414 - Westonaria [Westonaria],AZANIAN PEOPLE'S ORGANISATION,WARD,1938,38.55
559,Gauteng,GT414 - Westonaria [Westonaria],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,2602,38.55
560,Gauteng,GT414 - Westonaria [Westonaria],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,2528,38.55
561,Gauteng,GT414 - Westonaria [Westonaria],INDEPENDENT,WARD,20,38.55
562,Gauteng,GT414 - Westonaria [Westonaria],INKATHA FREEDOM PARTY,PR,1009,38.55
563,Gauteng,GT414 - Westonaria [Westonaria],INKATHA FREEDOM PARTY,WARD,1055,38.55
564,Gauteng,GT414 - Westonaria [Westonaria],UNITED DEMOCRATIC MOVEMENT,PR,687,38.55
565,Gauteng,GT414 - Westonaria [Westonaria],UNITED DEMOCRATIC MOVEMENT,WARD,440,38.55
566,Gauteng,GT421 - Emfuleni [Vereeniging],AFRICAN NATIONAL CONGRESS,PR,95382,46.01
567,Gauteng,GT421 - Emfuleni [Vereeniging],AFRICAN NATIONAL CONGRESS,WARD,95144,46.01
568,Gauteng,GT421 - Emfuleni [Vereeniging],AZANIAN PEOPLE'S ORGANISATION,PR,885,46.01
569,Gauteng,GT421 - Emfuleni [Vereeniging],AZANIAN PEOPLE'S ORGANISATION,WARD,281,46.01
570,Gauteng,GT421 - Emfuleni [Vereeniging],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,28677,46.01
571,Gauteng,GT421 - Emfuleni [Vereeniging],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,27835,46.01
572,Gauteng,GT421 - Emfuleni [Vereeniging],INDEPENDENT,WARD,5635,46.01
573,Gauteng,GT421 - Emfuleni [Vereeniging],INKATHA FREEDOM PARTY,PR,1181,46.01
574,Gauteng,GT421 - Emfuleni [Vereeniging],INKATHA FREEDOM PARTY,WARD,1023,46.01
575,Gauteng,GT421 - Emfuleni [Vereeniging],PAN AFRICANIST CONGRESS OF AZANIA,PR,3484,46.01
576,Gauteng,GT421 - Emfuleni [Vereeniging],PAN AFRICANIST CONGRESS OF AZANIA,WARD,3718,46.01
577,Gauteng,GT421 - Emfuleni [Vereeniging],UNITED DEMOCRATIC MOVEMENT,PR,1570,46.01
578,Gauteng,GT421 - Emfuleni [Vereeniging],UNITED DEMOCRATIC MOVEMENT,WARD,902,46.01
579,Gauteng,GT421 - Emfuleni [Vereeniging],VRYHEIDSFRONT PLUS,PR,828,46.01
580,Gauteng,GT421 - Emfuleni [Vereeniging],VRYHEIDSFRONT PLUS,WARD,559,46.01
581,Gauteng,GT422 - Midvaal [Meyerton],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,134,55.85
582,Gauteng,GT422 - Midvaal [Meyerton],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,98,55.85
583,Gauteng,GT422 - Midvaal [Meyerton],AFRICAN NATIONAL CONGRESS,PR,5040,55.85
584,Gauteng,GT422 - Midvaal [Meyerton],AFRICAN NATIONAL CONGRESS,WARD,4846,55.85
585,Gauteng,GT422 - Midvaal [Meyerton],ALLIANCE OF INDEPENDENTS MIDVAAL,PR,626,55.85
586,Gauteng,GT422 - Midvaal [Meyerton],ALLIANCE OF INDEPENDENTS MIDVAAL,WARD,912,55.85
587,Gauteng,GT422 - Midvaal [Meyerton],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,8097,55.85
588,Gauteng,GT422 - Midvaal [Meyerton],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,7831,55.85
589,Gauteng,GT422 - Midvaal [Meyerton],INDEPENDENT,WARD,677,55.85
590,Gauteng,GT422 - Midvaal [Meyerton],INKATHA FREEDOM PARTY,PR,212,55.85
591,Gauteng,GT422 - Midvaal [Meyerton],INKATHA FREEDOM PARTY,WARD,160,55.85
592,Gauteng,GT422 - Midvaal [Meyerton],PAN AFRICANIST CONGRESS OF AZANIA,PR,139,55.85
593,Gauteng,GT422 - Midvaal [Meyerton],PAN AFRICANIST CONGRESS OF AZANIA,WARD,188,55.85
594,Gauteng,GT422 - Midvaal [Meyerton],VRYHEIDSFRONT PLUS,PR,342,55.85
595,Gauteng,GT422 - Midvaal [Meyerton],VRYHEIDSFRONT PLUS,WARD,331,55.85
596,Gauteng,GT423 - Lesedi [Heidelberg],AFRICAN NATIONAL CONGRESS,PR,12597,53.75
597,Gauteng,GT423 - Lesedi [Heidelberg],AFRICAN NATIONAL CONGRESS,WARD,7651,53.75
598,Gauteng,GT423 - Lesedi [Heidelberg],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,4582,53.75
599,Gauteng,GT423 - Lesedi [Heidelberg],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,4373,53.75
600,Gauteng,GT423 - Lesedi [Heidelberg],INKATHA FREEDOM PARTY,PR,270,53.75
601,Gauteng,GT423 - Lesedi [Heidelberg],INKATHA FREEDOM PARTY,WARD,148,53.75
602,Gauteng,GT423 - Lesedi [Heidelberg],VRYHEIDSFRONT PLUS,PR,461,53.75
603,Gauteng,GT423 - Lesedi [Heidelberg],VRYHEIDSFRONT PLUS,WARD,561,53.75
604,Gauteng,GTDMA41 [Sterkfontein],AFRICAN NATIONAL CONGRESS,DMA DC 60%,659,58.68
605,Gauteng,GTDMA41 [Sterkfontein],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,DMA DC 60%,135,58.68
606,Gauteng,GTDMA41 [Sterkfontein],INKATHA FREEDOM PARTY,DMA DC 60%,16,58.68
607,Gauteng,GTDMA41 [Sterkfontein],UNITED CHRISTIAN DEMOCRATIC PARTY,DMA DC 60%,8,58.68
608,Gauteng,GTDMA41 [Sterkfontein],UNITED DEMOCRATIC MOVEMENT,DMA DC 60%,16,58.68
609,Gauteng,GTDMA41 [Sterkfontein],VRYHEIDSFRONT PLUS,DMA DC 60%,14,58.68
610,Gauteng,Johannesburg - City of Johannesburg [Johannesburg],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,4196,39.62
611,Gauteng,Johannesburg - City of Johannesburg [Johannesburg],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,726,39.62
612,Gauteng,Johannesburg - City of Johannesburg [Johannesburg],AFRICAN NATIONAL CONGRESS,PR,352707,39.62
613,Gauteng,Johannesburg - City of Johannesburg [Johannesburg],AFRICAN NATIONAL CONGRESS,WARD,354225,39.62
614,Gauteng,Johannesburg - City of Johannesburg [Johannesburg],AZANIAN PEOPLE'S ORGANISATION,PR,1943,39.62
615,Gauteng,Johannesburg - City of Johannesburg [Johannesburg],AZANIAN PEOPLE'S ORGANISATION,WARD,1455,39.62
616,Gauteng,Johannesburg - City of Johannesburg [Johannesburg],CHRISTIAN DEMOCRATIC PARTY,PR,2506,39.62
617,Gauteng,Johannesburg - City of Johannesburg [Johannesburg],CHRISTIAN DEMOCRATIC PARTY,WARD,1752,39.62
618,Gauteng,Johannesburg - City of Johannesburg [Johannesburg],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,199905,39.62
619,Gauteng,Johannesburg - City of Johannesburg [Johannesburg],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,202421,39.62
620,Gauteng,Johannesburg - City of Johannesburg [Johannesburg],GEMINI MOVEMENT,PR,1086,39.62
621,Gauteng,Johannesburg - City of Johannesburg [Johannesburg],GEMINI MOVEMENT,WARD,716,39.62
622,Gauteng,Johannesburg - City of Johannesburg [Johannesburg],INDEPENDENT,WARD,6397,39.62
623,Gauteng,Johannesburg - City of Johannesburg [Johannesburg],INKATHA FREEDOM PARTY,PR,21730,39.62
624,Gauteng,Johannesburg - City of Johannesburg [Johannesburg],INKATHA FREEDOM PARTY,WARD,20924,39.62
625,Gauteng,Johannesburg - City of Johannesburg [Johannesburg],PAN AFRICANIST CONGRESS OF AZANIA,PR,7713,39.62
626,Gauteng,Johannesburg - City of Johannesburg [Johannesburg],PAN AFRICANIST CONGRESS OF AZANIA,WARD,7088,39.62
627,Gauteng,Johannesburg - City of Johannesburg [Johannesburg],THE GREEN PARTY OF SOUTH AFRICA,PR,1335,39.62
628,Gauteng,Johannesburg - City of Johannesburg [Johannesburg],THE GREEN PARTY OF SOUTH AFRICA,WARD,209,39.62
629,Gauteng,Johannesburg - City of Johannesburg [Johannesburg],THEMBELIHLE MASIBAMBANE CIVIC ORGANISATION,WARD,330,39.62
630,Gauteng,Johannesburg - City of Johannesburg [Johannesburg],UNITED DEMOCRATIC MOVEMENT,PR,4836,39.62
631,Gauteng,Johannesburg - City of Johannesburg [Johannesburg],UNITED DEMOCRATIC MOVEMENT,WARD,2443,39.62
632,Gauteng,Johannesburg - City of Johannesburg [Johannesburg],VRYHEIDSFRONT PLUS,PR,1114,39.62
633,Gauteng,Johannesburg - City of Johannesburg [Johannesburg],VRYHEIDSFRONT PLUS,WARD,1478,39.62
634,Gauteng,Johannesburg - City of Johannesburg [Johannesburg],WORKERS PARTY,PR,866,39.62
635,Gauteng,Johannesburg - City of Johannesburg [Johannesburg],WORKERS PARTY,WARD,208,39.62
636,Gauteng,Pretoria - Tshwane Metro [Pretoria],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,8530,45.94
637,Gauteng,Pretoria - Tshwane Metro [Pretoria],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,10000,45.94
638,Gauteng,Pretoria - Tshwane Metro [Pretoria],AFRICAN NATIONAL CONGRESS,PR,236654,45.94
639,Gauteng,Pretoria - Tshwane Metro [Pretoria],AFRICAN NATIONAL CONGRESS,WARD,230654,45.94
640,Gauteng,Pretoria - Tshwane Metro [Pretoria],ASCORA,PR,1358,45.94
641,Gauteng,Pretoria - Tshwane Metro [Pretoria],ASCORA,WARD,1279,45.94
642,Gauteng,Pretoria - Tshwane Metro [Pretoria],AZANIAN PEOPLE'S ORGANISATION,PR,1143,45.94
643,Gauteng,Pretoria - Tshwane Metro [Pretoria],AZANIAN PEOPLE'S ORGANISATION,WARD,765,45.94
644,Gauteng,Pretoria - Tshwane Metro [Pretoria],CHRISTEN PROTESTANTE PARTY VAN SUIDER AFRIKA,PR,1035,45.94
645,Gauteng,Pretoria - Tshwane Metro [Pretoria],CHRISTEN PROTESTANTE PARTY VAN SUIDER AFRIKA,WARD,352,45.94
646,Gauteng,Pretoria - Tshwane Metro [Pretoria],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,146286,45.94
647,Gauteng,Pretoria - Tshwane Metro [Pretoria],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,144690,45.94
648,Gauteng,Pretoria - Tshwane Metro [Pretoria],INDEPENDENT,WARD,11866,45.94
649,Gauteng,Pretoria - Tshwane Metro [Pretoria],INKATHA FREEDOM PARTY,PR,1584,45.94
650,Gauteng,Pretoria - Tshwane Metro [Pretoria],INKATHA FREEDOM PARTY,WARD,1432,45.94
651,Gauteng,Pretoria - Tshwane Metro [Pretoria],PAN AFRICANIST CONGRESS OF AZANIA,PR,4854,45.94
652,Gauteng,Pretoria - Tshwane Metro [Pretoria],PAN AFRICANIST CONGRESS OF AZANIA,WARD,3909,45.94
653,Gauteng,Pretoria - Tshwane Metro [Pretoria],THE GREEN PARTY OF SOUTH AFRICA,WARD,73,45.94
654,Gauteng,Pretoria - Tshwane Metro [Pretoria],UNITED CHRISTIAN DEMOCRATIC PARTY,PR,3848,45.94
655,Gauteng,Pretoria - Tshwane Metro [Pretoria],UNITED CHRISTIAN DEMOCRATIC PARTY,WARD,2876,45.94
656,Gauteng,Pretoria - Tshwane Metro [Pretoria],UNITED DEMOCRATIC MOVEMENT,PR,2268,45.94
657,Gauteng,Pretoria - Tshwane Metro [Pretoria],UNITED DEMOCRATIC MOVEMENT,WARD,1986,45.94
658,Gauteng,Pretoria - Tshwane Metro [Pretoria],VISION- VISIE 2000+,PR,6018,45.94
659,Gauteng,Pretoria - Tshwane Metro [Pretoria],VISION- VISIE 2000+,WARD,6551,45.94
660,KwaZulu-Natal,Durban - Durban Metro [Durban Metro],ACTION INDEPENDENT PEOPLES PARTY,PR,2534,43.0
661,KwaZulu-Natal,Durban - Durban Metro [Durban Metro],ACTION INDEPENDENT PEOPLES PARTY,WARD,2544,43.0
662,KwaZulu-Natal,Durban - Durban Metro [Durban Metro],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,8114,43.0
663,KwaZulu-Natal,Durban - Durban Metro [Durban Metro],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,3828,43.0
664,KwaZulu-Natal,Durban - Durban Metro [Durban Metro],AFRICAN NATIONAL CONGRESS,PR,237996,43.0
665,KwaZulu-Natal,Durban - Durban Metro [Durban Metro],AFRICAN NATIONAL CONGRESS,WARD,237855,43.0
666,KwaZulu-Natal,Durban - Durban Metro [Durban Metro],AZANIAN PEOPLE'S ORGANISATION,PR,1325,43.0
667,KwaZulu-Natal,Durban - Durban Metro [Durban Metro],AZANIAN PEOPLE'S ORGANISATION,WARD,387,43.0
668,KwaZulu-Natal,Durban - Durban Metro [Durban Metro],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,137970,43.0
669,KwaZulu-Natal,Durban - Durban Metro [Durban Metro],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,127028,43.0
670,KwaZulu-Natal,Durban - Durban Metro [Durban Metro],ECOPEACE,PR,1599,43.0
671,KwaZulu-Natal,Durban - Durban Metro [Durban Metro],ECOPEACE,WARD,2654,43.0
672,KwaZulu-Natal,Durban - Durban Metro [Durban Metro],INDEPENDENT,WARD,12889,43.0
673,KwaZulu-Natal,Durban - Durban Metro [Durban Metro],INKATHA FREEDOM PARTY,PR,88300,43.0
674,KwaZulu-Natal,Durban - Durban Metro [Durban Metro],INKATHA FREEDOM PARTY,WARD,88073,43.0
675,KwaZulu-Natal,Durban - Durban Metro [Durban Metro],MINORITY FRONT,PR,23656,43.0
676,KwaZulu-Natal,Durban - Durban Metro [Durban Metro],MINORITY FRONT,WARD,26007,43.0
677,KwaZulu-Natal,Durban - Durban Metro [Durban Metro],NATIONAL UNITED PEOPLE'S ORGANISATION,PR,1337,43.0
678,KwaZulu-Natal,Durban - Durban Metro [Durban Metro],NATIONAL UNITED PEOPLE'S ORGANISATION,WARD,742,43.0
679,KwaZulu-Natal,Durban - Durban Metro [Durban Metro],PAN AFRICANIST CONGRESS OF AZANIA,PR,2509,43.0
680,KwaZulu-Natal,Durban - Durban Metro [Durban Metro],PAN AFRICANIST CONGRESS OF AZANIA,WARD,3572,43.0
681,KwaZulu-Natal,Durban - Durban Metro [Durban Metro],THE SOCIALIST PARTY OF AZANIA,PR,907,43.0
682,KwaZulu-Natal,Durban - Durban Metro [Durban Metro],THE SOCIALIST PARTY OF AZANIA,WARD,394,43.0
683,KwaZulu-Natal,Durban - Durban Metro [Durban Metro],UNITED DEMOCRATIC MOVEMENT,PR,1662,43.0
684,KwaZulu-Natal,KZ211 - Vulamehlo [Dududu],AFRICAN NATIONAL CONGRESS,PR,5642,49.99
685,KwaZulu-Natal,KZ211 - Vulamehlo [Dududu],AFRICAN NATIONAL CONGRESS,WARD,5818,49.99
686,KwaZulu-Natal,KZ211 - Vulamehlo [Dududu],INKATHA FREEDOM PARTY,PR,9896,49.99
687,KwaZulu-Natal,KZ211 - Vulamehlo [Dududu],INKATHA FREEDOM PARTY,WARD,9717,49.99
688,KwaZulu-Natal,KZ212 - KZ212 [Scottburgh],AFRICAN NATIONAL CONGRESS,PR,4007,45.96
689,KwaZulu-Natal,KZ212 - KZ212 [Scottburgh],AFRICAN NATIONAL CONGRESS,WARD,4075,45.96
690,KwaZulu-Natal,KZ212 - KZ212 [Scottburgh],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,2904,45.96
691,KwaZulu-Natal,KZ212 - KZ212 [Scottburgh],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,2711,45.96
692,KwaZulu-Natal,KZ212 - KZ212 [Scottburgh],INKATHA FREEDOM PARTY,PR,3678,45.96
693,KwaZulu-Natal,KZ212 - KZ212 [Scottburgh],INKATHA FREEDOM PARTY,WARD,3647,45.96
694,KwaZulu-Natal,KZ212 - KZ212 [Scottburgh],MINORITY FRONT,PR,625,45.96
695,KwaZulu-Natal,KZ212 - KZ212 [Scottburgh],MINORITY FRONT,WARD,598,45.96
696,KwaZulu-Natal,KZ212 - KZ212 [Scottburgh],RATEPAYERS AND RESIDENTS PARTY SIMUNYE,PR,1444,45.96
697,KwaZulu-Natal,KZ212 - KZ212 [Scottburgh],RATEPAYERS AND RESIDENTS PARTY SIMUNYE,WARD,1668,45.96
698,KwaZulu-Natal,KZ213 - Khiphinkunzi [Umzumbe],AFRICAN NATIONAL CONGRESS,PR,10364,52.02
699,KwaZulu-Natal,KZ213 - Khiphinkunzi [Umzumbe],AFRICAN NATIONAL CONGRESS,WARD,10348,52.02
700,KwaZulu-Natal,KZ213 - Khiphinkunzi [Umzumbe],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1688,52.02
701,KwaZulu-Natal,KZ213 - Khiphinkunzi [Umzumbe],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1654,52.02
702,KwaZulu-Natal,KZ213 - Khiphinkunzi [Umzumbe],INDEPENDENT,WARD,203,52.02
703,KwaZulu-Natal,KZ213 - Khiphinkunzi [Umzumbe],INKATHA FREEDOM PARTY,PR,18956,52.02
704,KwaZulu-Natal,KZ213 - Khiphinkunzi [Umzumbe],INKATHA FREEDOM PARTY,WARD,18737,52.02
705,KwaZulu-Natal,KZ214 - uMuziwabantu [Harding],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,332,56.93
706,KwaZulu-Natal,KZ214 - uMuziwabantu [Harding],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,152,56.93
707,KwaZulu-Natal,KZ214 - uMuziwabantu [Harding],AFRICAN NATIONAL CONGRESS,PR,5748,56.93
708,KwaZulu-Natal,KZ214 - uMuziwabantu [Harding],AFRICAN NATIONAL CONGRESS,WARD,5792,56.93
709,KwaZulu-Natal,KZ214 - uMuziwabantu [Harding],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,567,56.93
710,KwaZulu-Natal,KZ214 - uMuziwabantu [Harding],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,532,56.93
711,KwaZulu-Natal,KZ214 - uMuziwabantu [Harding],INKATHA FREEDOM PARTY,PR,8467,56.93
712,KwaZulu-Natal,KZ214 - uMuziwabantu [Harding],INKATHA FREEDOM PARTY,WARD,8656,56.93
713,KwaZulu-Natal,KZ215 - Izingolweni [Izingolweni],AFRICAN NATIONAL CONGRESS,PR,2451,50.94
714,KwaZulu-Natal,KZ215 - Izingolweni [Izingolweni],AFRICAN NATIONAL CONGRESS,WARD,2505,50.94
715,KwaZulu-Natal,KZ215 - Izingolweni [Izingolweni],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,439,50.94
716,KwaZulu-Natal,KZ215 - Izingolweni [Izingolweni],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,367,50.94
717,KwaZulu-Natal,KZ215 - Izingolweni [Izingolweni],INDEPENDENT,WARD,210,50.94
718,KwaZulu-Natal,KZ215 - Izingolweni [Izingolweni],INKATHA FREEDOM PARTY,PR,5228,50.94
719,KwaZulu-Natal,KZ215 - Izingolweni [Izingolweni],INKATHA FREEDOM PARTY,WARD,5084,50.94
720,KwaZulu-Natal,KZ216 - Hibiscus Coast [Port Shepstone],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,1135,49.09
721,KwaZulu-Natal,KZ216 - Hibiscus Coast [Port Shepstone],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,1134,49.09
722,KwaZulu-Natal,KZ216 - Hibiscus Coast [Port Shepstone],AFRICAN NATIONAL CONGRESS,PR,21016,49.09
723,KwaZulu-Natal,KZ216 - Hibiscus Coast [Port Shepstone],AFRICAN NATIONAL CONGRESS,WARD,21099,49.09
724,KwaZulu-Natal,KZ216 - Hibiscus Coast [Port Shepstone],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,9996,49.09
725,KwaZulu-Natal,KZ216 - Hibiscus Coast [Port Shepstone],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,9325,49.09
726,KwaZulu-Natal,KZ216 - Hibiscus Coast [Port Shepstone],INDEPENDENT,WARD,392,49.09
727,KwaZulu-Natal,KZ216 - Hibiscus Coast [Port Shepstone],INKATHA FREEDOM PARTY,PR,12012,49.09
728,KwaZulu-Natal,KZ216 - Hibiscus Coast [Port Shepstone],INKATHA FREEDOM PARTY,WARD,12194,49.09
729,KwaZulu-Natal,KZ221 - KZ221 [Wartburg],AFRICAN NATIONAL CONGRESS,PR,7978,46.43
730,KwaZulu-Natal,KZ221 - KZ221 [Wartburg],AFRICAN NATIONAL CONGRESS,WARD,8083,46.43
731,KwaZulu-Natal,KZ221 - KZ221 [Wartburg],ALLIANCE OF ASSOCIATED RESIDENTS OF KZ221,PR,1553,46.43
732,KwaZulu-Natal,KZ221 - KZ221 [Wartburg],ALLIANCE OF ASSOCIATED RESIDENTS OF KZ221,WARD,1698,46.43
733,KwaZulu-Natal,KZ221 - KZ221 [Wartburg],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1017,46.43
734,KwaZulu-Natal,KZ221 - KZ221 [Wartburg],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,765,46.43
735,KwaZulu-Natal,KZ221 - KZ221 [Wartburg],INDEPENDENT,WARD,202,46.43
736,KwaZulu-Natal,KZ221 - KZ221 [Wartburg],INKATHA FREEDOM PARTY,PR,4969,46.43
737,KwaZulu-Natal,KZ221 - KZ221 [Wartburg],INKATHA FREEDOM PARTY,WARD,4910,46.43
738,KwaZulu-Natal,KZ221 - KZ221 [Wartburg],PAN AFRICANIST CONGRESS OF AZANIA,PR,338,46.43
739,KwaZulu-Natal,KZ221 - KZ221 [Wartburg],PAN AFRICANIST CONGRESS OF AZANIA,WARD,236,46.43
740,KwaZulu-Natal,KZ222 - KZ222 [Howick],AFRICAN NATIONAL CONGRESS,PR,9725,54.97
741,KwaZulu-Natal,KZ222 - KZ222 [Howick],AFRICAN NATIONAL CONGRESS,WARD,9814,54.97
742,KwaZulu-Natal,KZ222 - KZ222 [Howick],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,6485,54.97
743,KwaZulu-Natal,KZ222 - KZ222 [Howick],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,6484,54.97
744,KwaZulu-Natal,KZ222 - KZ222 [Howick],INDEPENDENT,WARD,30,54.97
745,KwaZulu-Natal,KZ222 - KZ222 [Howick],INKATHA FREEDOM PARTY,PR,1670,54.97
746,KwaZulu-Natal,KZ222 - KZ222 [Howick],INKATHA FREEDOM PARTY,WARD,1573,54.97
747,KwaZulu-Natal,KZ222 - KZ222 [Howick],MINORITY FRONT,PR,145,54.97
748,KwaZulu-Natal,KZ222 - KZ222 [Howick],MINORITY FRONT,WARD,75,54.97
749,KwaZulu-Natal,KZ223 - KZ223 [Mooirivier],AFRICAN NATIONAL CONGRESS,PR,3597,54.43
750,KwaZulu-Natal,KZ223 - KZ223 [Mooirivier],AFRICAN NATIONAL CONGRESS,WARD,3618,54.43
751,KwaZulu-Natal,KZ223 - KZ223 [Mooirivier],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,983,54.43
752,KwaZulu-Natal,KZ223 - KZ223 [Mooirivier],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,930,54.43
753,KwaZulu-Natal,KZ223 - KZ223 [Mooirivier],INKATHA FREEDOM PARTY,PR,1626,54.43
754,KwaZulu-Natal,KZ223 - KZ223 [Mooirivier],INKATHA FREEDOM PARTY,WARD,1619,54.43
755,KwaZulu-Natal,KZ223 - KZ223 [Mooirivier],ZIBAMBELENI DEVELOPMENT ORGANISATION,PR,323,54.43
