,Province,Municipality,Party,Ballot Type,ValidVotesCast,MeanVoterTurnout
705,Gauteng,GT421 - Emfuleni [Vereeniging],AFRICAN NATIONAL CONGRESS,WARD,109851,47.58
706,Gauteng,GT421 - Emfuleni [Vereeniging],AZANIAN PEOPLE'S ORGANISATION,PR,479,47.58
707,Gauteng,GT421 - Emfuleni [Vereeniging],AZANIAN PEOPLE'S ORGANISATION,WARD,566,47.58
708,Gauteng,GT421 - Emfuleni [Vereeniging],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,24168,47.58
709,Gauteng,GT421 - Emfuleni [Vereeniging],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,24558,47.58
710,Gauteng,GT421 - Emfuleni [Vereeniging],INDEPENDENT,WARD,1052,47.58
711,Gauteng,GT421 - Emfuleni [Vereeniging],INDEPENDENT DEMOCRATS,PR,695,47.58
712,Gauteng,GT421 - Emfuleni [Vereeniging],INDEPENDENT DEMOCRATS,WARD,948,47.58
713,Gauteng,GT421 - Emfuleni [Vereeniging],INKATHA FREEDOM PARTY,PR,572,47.58
714,Gauteng,GT421 - Emfuleni [Vereeniging],INKATHA FREEDOM PARTY,WARD,289,47.58
715,Gauteng,GT421 - Emfuleni [Vereeniging],PAN AFRICANIST CONGRESS OF AZANIA,PR,3975,47.58
716,Gauteng,GT421 - Emfuleni [Vereeniging],PAN AFRICANIST CONGRESS OF AZANIA,WARD,4398,47.58
717,Gauteng,GT421 - Emfuleni [Vereeniging],SMALL-FARM RESIDENT ASSOCIATION,WARD,98,47.58
718,Gauteng,GT421 - Emfuleni [Vereeniging],THE SOCIALIST PARTY OF AZANIA,PR,553,47.58
719,Gauteng,GT421 - Emfuleni [Vereeniging],THE SOCIALIST PARTY OF AZANIA,WARD,57,47.58
720,Gauteng,GT421 - Emfuleni [Vereeniging],UNITED DEMOCRATIC MOVEMENT,PR,495,47.58
721,Gauteng,GT421 - Emfuleni [Vereeniging],UNITED DEMOCRATIC MOVEMENT,WARD,89,47.58
722,Gauteng,GT421 - Emfuleni [Vereeniging],VRYHEIDSFRONT PLUS,PR,1829,47.58
723,Gauteng,GT421 - Emfuleni [Vereeniging],VRYHEIDSFRONT PLUS,WARD,2118,47.58
724,Gauteng,GT422 - Midvaal [Meyerton],AFRICAN NATIONAL CONGRESS,PR,8289,53.22
725,Gauteng,GT422 - Midvaal [Meyerton],AFRICAN NATIONAL CONGRESS,WARD,8165,53.22
726,Gauteng,GT422 - Midvaal [Meyerton],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,11892,53.22
727,Gauteng,GT422 - Midvaal [Meyerton],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,11908,53.22
728,Gauteng,GT422 - Midvaal [Meyerton],INDEPENDENT,WARD,421,53.22
729,Gauteng,GT422 - Midvaal [Meyerton],INDEPENDENT DEMOCRATS,PR,145,53.22
730,Gauteng,GT422 - Midvaal [Meyerton],INDEPENDENT DEMOCRATS,WARD,141,53.22
731,Gauteng,GT422 - Midvaal [Meyerton],INKATHA FREEDOM PARTY,PR,154,53.22
732,Gauteng,GT422 - Midvaal [Meyerton],INKATHA FREEDOM PARTY,WARD,127,53.22
733,Gauteng,GT422 - Midvaal [Meyerton],PAN AFRICANIST CONGRESS OF AZANIA,PR,161,53.22
734,Gauteng,GT422 - Midvaal [Meyerton],PAN AFRICANIST CONGRESS OF AZANIA,WARD,174,53.22
735,Gauteng,GT422 - Midvaal [Meyerton],PEOPLE'S FORUM,PR,287,53.22
736,Gauteng,GT422 - Midvaal [Meyerton],PEOPLE'S FORUM,WARD,299,53.22
737,Gauteng,GT422 - Midvaal [Meyerton],VRYHEIDSFRONT PLUS,PR,306,53.22
738,Gauteng,GT422 - Midvaal [Meyerton],VRYHEIDSFRONT PLUS,WARD,260,53.22
739,Gauteng,GT423 - Lesedi [Heidelberg],AFRICAN NATIONAL CONGRESS,PR,13915,50.97
740,Gauteng,GT423 - Lesedi [Heidelberg],AFRICAN NATIONAL CONGRESS,WARD,13998,50.97
741,Gauteng,GT423 - Lesedi [Heidelberg],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,4083,50.97
742,Gauteng,GT423 - Lesedi [Heidelberg],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,4063,50.97
743,Gauteng,GT423 - Lesedi [Heidelberg],ECONOMIC FREEDOM MOVEMENT,PR,106,50.97
744,Gauteng,GT423 - Lesedi [Heidelberg],ECONOMIC FREEDOM MOVEMENT,WARD,73,50.97
745,Gauteng,GT423 - Lesedi [Heidelberg],INDEPENDENT DEMOCRATS,PR,675,50.97
746,Gauteng,GT423 - Lesedi [Heidelberg],INDEPENDENT DEMOCRATS,WARD,738,50.97
747,Gauteng,GT423 - Lesedi [Heidelberg],INKATHA FREEDOM PARTY,PR,138,50.97
748,Gauteng,GT423 - Lesedi [Heidelberg],INKATHA FREEDOM PARTY,WARD,53,50.97
749,Gauteng,GT423 - Lesedi [Heidelberg],VRYHEIDSFRONT PLUS,PR,884,50.97
750,Gauteng,GT423 - Lesedi [Heidelberg],VRYHEIDSFRONT PLUS,WARD,932,50.97
751,Gauteng,GT481 - Mogale City [Krugersdorp],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,850,49.97
752,Gauteng,GT481 - Mogale City [Krugersdorp],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,855,49.97
753,Gauteng,GT481 - Mogale City [Krugersdorp],AFRICAN NATIONAL CONGRESS,PR,44461,49.97
754,Gauteng,GT481 - Mogale City [Krugersdorp],AFRICAN NATIONAL CONGRESS,WARD,44425,49.97
755,Gauteng,GT481 - Mogale City [Krugersdorp],AZANIAN PEOPLE'S ORGANISATION,PR,794,49.97
756,Gauteng,GT481 - Mogale City [Krugersdorp],AZANIAN PEOPLE'S ORGANISATION,WARD,814,49.97
757,Gauteng,GT481 - Mogale City [Krugersdorp],CHRISTIAN DEMOCRATIC PARTY,PR,172,49.97
758,Gauteng,GT481 - Mogale City [Krugersdorp],CHRISTIAN DEMOCRATIC PARTY,WARD,168,49.97
759,Gauteng,GT481 - Mogale City [Krugersdorp],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,16864,49.97
760,Gauteng,GT481 - Mogale City [Krugersdorp],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,16874,49.97
761,Gauteng,GT481 - Mogale City [Krugersdorp],INDEPENDENT,WARD,699,49.97
762,Gauteng,GT481 - Mogale City [Krugersdorp],INDEPENDENT DEMOCRATS,PR,1722,49.97
763,Gauteng,GT481 - Mogale City [Krugersdorp],INDEPENDENT DEMOCRATS,WARD,1787,49.97
764,Gauteng,GT481 - Mogale City [Krugersdorp],INKATHA FREEDOM PARTY,PR,910,49.97
765,Gauteng,GT481 - Mogale City [Krugersdorp],INKATHA FREEDOM PARTY,WARD,919,49.97
766,Gauteng,GT481 - Mogale City [Krugersdorp],PAN AFRICANIST CONGRESS OF AZANIA,PR,718,49.97
767,Gauteng,GT481 - Mogale City [Krugersdorp],PAN AFRICANIST CONGRESS OF AZANIA,WARD,344,49.97
768,Gauteng,GT481 - Mogale City [Krugersdorp],VRYHEIDSFRONT PLUS,PR,1844,49.97
769,Gauteng,GT481 - Mogale City [Krugersdorp],VRYHEIDSFRONT PLUS,WARD,1719,49.97
770,Gauteng,GT482 - Randfontein [Randfontein],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,319,49.34
771,Gauteng,GT482 - Randfontein [Randfontein],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,248,49.34
772,Gauteng,GT482 - Randfontein [Randfontein],AFRICAN NATIONAL CONGRESS,PR,19073,49.34
773,Gauteng,GT482 - Randfontein [Randfontein],AFRICAN NATIONAL CONGRESS,WARD,19068,49.34
774,Gauteng,GT482 - Randfontein [Randfontein],AZANIAN PEOPLE'S ORGANISATION,PR,230,49.34
775,Gauteng,GT482 - Randfontein [Randfontein],AZANIAN PEOPLE'S ORGANISATION,WARD,239,49.34
776,Gauteng,GT482 - Randfontein [Randfontein],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,8997,49.34
777,Gauteng,GT482 - Randfontein [Randfontein],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,9303,49.34
778,Gauteng,GT482 - Randfontein [Randfontein],INDEPENDENT,WARD,131,49.34
779,Gauteng,GT482 - Randfontein [Randfontein],INDEPENDENT DEMOCRATS,PR,1032,49.34
780,Gauteng,GT482 - Randfontein [Randfontein],INDEPENDENT DEMOCRATS,WARD,1096,49.34
781,Gauteng,GT482 - Randfontein [Randfontein],INKATHA FREEDOM PARTY,PR,168,49.34
782,Gauteng,GT482 - Randfontein [Randfontein],INKATHA FREEDOM PARTY,WARD,137,49.34
783,Gauteng,GT482 - Randfontein [Randfontein],PAN AFRICANIST CONGRESS OF AZANIA,PR,315,49.34
784,Gauteng,GT482 - Randfontein [Randfontein],PAN AFRICANIST CONGRESS OF AZANIA,WARD,316,49.34
785,Gauteng,GT482 - Randfontein [Randfontein],UNITED CHRISTIAN DEMOCRATIC PARTY,PR,145,49.34
786,Gauteng,GT482 - Randfontein [Randfontein],UNITED CHRISTIAN DEMOCRATIC PARTY,WARD,108,49.34
787,Gauteng,GT482 - Randfontein [Randfontein],VRYHEIDSFRONT PLUS,PR,652,49.34
788,Gauteng,GT482 - Randfontein [Randfontein],VRYHEIDSFRONT PLUS,WARD,617,49.34
789,Gauteng,GT483 - Westonaria [Westonaria],AFRICAN NATIONAL CONGRESS,PR,12605,36.37
790,Gauteng,GT483 - Westonaria [Westonaria],AFRICAN NATIONAL CONGRESS,WARD,12347,36.37
791,Gauteng,GT483 - Westonaria [Westonaria],AZANIAN PEOPLE'S ORGANISATION,PR,851,36.37
792,Gauteng,GT483 - Westonaria [Westonaria],AZANIAN PEOPLE'S ORGANISATION,WARD,678,36.37
793,Gauteng,GT483 - Westonaria [Westonaria],BLACK CONSCIOUSNESS PARTY,PR,477,36.37
794,Gauteng,GT483 - Westonaria [Westonaria],BLACK CONSCIOUSNESS PARTY,WARD,441,36.37
795,Gauteng,GT483 - Westonaria [Westonaria],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,1628,36.37
796,Gauteng,GT483 - Westonaria [Westonaria],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,1671,36.37
797,Gauteng,GT483 - Westonaria [Westonaria],INDEPENDENT,WARD,586,36.37
798,Gauteng,GT483 - Westonaria [Westonaria],INDEPENDENT DEMOCRATS,PR,252,36.37
799,Gauteng,GT483 - Westonaria [Westonaria],INDEPENDENT DEMOCRATS,WARD,251,36.37
800,Gauteng,GT483 - Westonaria [Westonaria],INKATHA FREEDOM PARTY,PR,800,36.37
801,Gauteng,GT483 - Westonaria [Westonaria],INKATHA FREEDOM PARTY,WARD,676,36.37
802,Gauteng,GT483 - Westonaria [Westonaria],PAN AFRICANIST CONGRESS OF AZANIA,PR,210,36.37
803,Gauteng,GT483 - Westonaria [Westonaria],PAN AFRICANIST CONGRESS OF AZANIA,WARD,131,36.37
804,Gauteng,GT483 - Westonaria [Westonaria],THE SOCIALIST PARTY OF AZANIA,PR,231,36.37
805,Gauteng,GT483 - Westonaria [Westonaria],THE SOCIALIST PARTY OF AZANIA,WARD,213,36.37
806,Gauteng,GT483 - Westonaria [Westonaria],VRYHEIDSFRONT PLUS,PR,144,36.37
807,Gauteng,GT483 - Westonaria [Westonaria],VRYHEIDSFRONT PLUS,WARD,139,36.37
808,Gauteng,GTDMA48 - West Rand [Sterkfontein DMA],AFRICAN NATIONAL CONGRESS,DMA DC 60%,992,40.13
809,Gauteng,GTDMA48 - West Rand [Sterkfontein DMA],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,DMA DC 60%,174,40.13
810,Gauteng,GTDMA48 - West Rand [Sterkfontein DMA],INDEPENDENT DEMOCRATS,DMA DC 60%,7,40.13
811,Gauteng,GTDMA48 - West Rand [Sterkfontein DMA],VRYHEIDSFRONT PLUS,DMA DC 60%,22,40.13
812,Gauteng,JHB - City of Johannesburg [Johannesburg],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,6688,7387.58
813,Gauteng,JHB - City of Johannesburg [Johannesburg],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,6831,7387.58
814,Gauteng,JHB - City of Johannesburg [Johannesburg],AFRICAN NATIONAL CONGRESS,PR,433051,7387.58
815,Gauteng,JHB - City of Johannesburg [Johannesburg],AFRICAN NATIONAL CONGRESS,WARD,429282,7387.58
816,Gauteng,JHB - City of Johannesburg [Johannesburg],AZANIAN PEOPLE'S ORGANISATION,PR,2993,7387.58
817,Gauteng,JHB - City of Johannesburg [Johannesburg],AZANIAN PEOPLE'S ORGANISATION,WARD,2827,7387.58
818,Gauteng,JHB - City of Johannesburg [Johannesburg],BLACK CONSCIOUSNESS FORUM,PR,451,7387.58
819,Gauteng,JHB - City of Johannesburg [Johannesburg],BLACK CONSCIOUSNESS FORUM,WARD,182,7387.58
820,Gauteng,JHB - City of Johannesburg [Johannesburg],CHRISTIAN DEMOCRATIC PARTY,PR,1485,7387.58
821,Gauteng,JHB - City of Johannesburg [Johannesburg],CHRISTIAN DEMOCRATIC PARTY,WARD,1503,7387.58
822,Gauteng,JHB - City of Johannesburg [Johannesburg],CHRISTIAN FRONT,PR,1296,7387.58
823,Gauteng,JHB - City of Johannesburg [Johannesburg],CHRISTIAN FRONT,WARD,1621,7387.58
824,Gauteng,JHB - City of Johannesburg [Johannesburg],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,187116,7387.58
825,Gauteng,JHB - City of Johannesburg [Johannesburg],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,187340,7387.58
826,Gauteng,JHB - City of Johannesburg [Johannesburg],ECONOMIC FREEDOM MOVEMENT,PR,331,7387.58
827,Gauteng,JHB - City of Johannesburg [Johannesburg],ECONOMIC FREEDOM MOVEMENT,WARD,40,7387.58
828,Gauteng,JHB - City of Johannesburg [Johannesburg],GEMINI,PR,625,7387.58
829,Gauteng,JHB - City of Johannesburg [Johannesburg],GEMINI,WARD,538,7387.58
830,Gauteng,JHB - City of Johannesburg [Johannesburg],INDEPENDENT,WARD,13883,7387.58
831,Gauteng,JHB - City of Johannesburg [Johannesburg],INDEPENDENT DEMOCRATS,PR,13369,7387.58
832,Gauteng,JHB - City of Johannesburg [Johannesburg],INDEPENDENT DEMOCRATS,WARD,13000,7387.58
833,Gauteng,JHB - City of Johannesburg [Johannesburg],INKATHA FREEDOM PARTY,PR,23460,7387.58
834,Gauteng,JHB - City of Johannesburg [Johannesburg],INKATHA FREEDOM PARTY,WARD,23137,7387.58
835,Gauteng,JHB - City of Johannesburg [Johannesburg],NATIONAL DEMOCRATIC CONVENTION,PR,1608,7387.58
836,Gauteng,JHB - City of Johannesburg [Johannesburg],NATIONAL DEMOCRATIC CONVENTION,WARD,773,7387.58
837,Gauteng,JHB - City of Johannesburg [Johannesburg],OPERATION KHANYISA MOVEMENT,PR,3132,7387.58
838,Gauteng,JHB - City of Johannesburg [Johannesburg],OPERATION KHANYISA MOVEMENT,WARD,1173,7387.58
839,Gauteng,JHB - City of Johannesburg [Johannesburg],PAN AFRICANIST CONGRESS OF AZANIA,PR,5638,7387.58
840,Gauteng,JHB - City of Johannesburg [Johannesburg],PAN AFRICANIST CONGRESS OF AZANIA,WARD,5252,7387.58
841,Gauteng,JHB - City of Johannesburg [Johannesburg],SUNRISE PARK, PROTEA CITY AND GREENSIDE RESIDENTS' ASSOCIATI,6050,7387.58
842,Gauteng,JHB - City of Johannesburg [Johannesburg],UNITED DEMOCRATIC MOVEMENT,PR,4024,7387.58
843,Gauteng,JHB - City of Johannesburg [Johannesburg],UNITED DEMOCRATIC MOVEMENT,WARD,1931,7387.58
844,Gauteng,JHB - City of Johannesburg [Johannesburg],UNITED INDEPENDENT FRONT,PR,1046,7387.58
845,Gauteng,JHB - City of Johannesburg [Johannesburg],UNITED INDEPENDENT FRONT,WARD,338,7387.58
846,Gauteng,JHB - City of Johannesburg [Johannesburg],VRYHEIDSFRONT PLUS,PR,3951,7387.58
847,Gauteng,JHB - City of Johannesburg [Johannesburg],VRYHEIDSFRONT PLUS,WARD,3943,7387.58
848,Gauteng,TSH - Tshwane Metro [Pretoria],AFRICAN CHRISTIAN ALLIANCE-AFRIKANER CHRISTEN ALLIANSIE,PR,1951,42.89
849,Gauteng,TSH - Tshwane Metro [Pretoria],AFRICAN CHRISTIAN ALLIANCE-AFRIKANER CHRISTEN ALLIANSIE,WARD,1057,42.89
850,Gauteng,TSH - Tshwane Metro [Pretoria],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,8465,42.89
851,Gauteng,TSH - Tshwane Metro [Pretoria],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,8954,42.89
852,Gauteng,TSH - Tshwane Metro [Pretoria],AFRICAN NATIONAL CONGRESS,PR,247470,42.89
853,Gauteng,TSH - Tshwane Metro [Pretoria],AFRICAN NATIONAL CONGRESS,WARD,239923,42.89
854,Gauteng,TSH - Tshwane Metro [Pretoria],ASCORA,PR,1017,42.89
855,Gauteng,TSH - Tshwane Metro [Pretoria],ASCORA,WARD,625,42.89
856,Gauteng,TSH - Tshwane Metro [Pretoria],AZANIAN PEOPLE'S ORGANISATION,PR,1389,42.89
857,Gauteng,TSH - Tshwane Metro [Pretoria],AZANIAN PEOPLE'S ORGANISATION,WARD,1334,42.89
858,Gauteng,TSH - Tshwane Metro [Pretoria],CHRISTIAN DEMOCRATIC PARTY,PR,1323,42.89
859,Gauteng,TSH - Tshwane Metro [Pretoria],CHRISTIAN DEMOCRATIC PARTY,WARD,1284,42.89
860,Gauteng,TSH - Tshwane Metro [Pretoria],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,132528,42.89
861,Gauteng,TSH - Tshwane Metro [Pretoria],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,132926,42.89
862,Gauteng,TSH - Tshwane Metro [Pretoria],FEDERAL ALLIANCE,PR,808,42.89
863,Gauteng,TSH - Tshwane Metro [Pretoria],FEDERAL ALLIANCE,WARD,595,42.89
864,Gauteng,TSH - Tshwane Metro [Pretoria],INDEPENDENT,WARD,9861,42.89
865,Gauteng,TSH - Tshwane Metro [Pretoria],INDEPENDENT DEMOCRATS,PR,4059,42.89
866,Gauteng,TSH - Tshwane Metro [Pretoria],INDEPENDENT DEMOCRATS,WARD,3201,42.89
867,Gauteng,TSH - Tshwane Metro [Pretoria],INKATHA FREEDOM PARTY,PR,1409,42.89
868,Gauteng,TSH - Tshwane Metro [Pretoria],INKATHA FREEDOM PARTY,WARD,1484,42.89
869,Gauteng,TSH - Tshwane Metro [Pretoria],NATIONAL DEMOCRATIC CONVENTION,PR,1067,42.89
870,Gauteng,TSH - Tshwane Metro [Pretoria],NATIONAL DEMOCRATIC CONVENTION,WARD,910,42.89
871,Gauteng,TSH - Tshwane Metro [Pretoria],PAN AFRICANIST CONGRESS OF AZANIA,PR,4553,42.89
872,Gauteng,TSH - Tshwane Metro [Pretoria],PAN AFRICANIST CONGRESS OF AZANIA,WARD,5733,42.89
873,Gauteng,TSH - Tshwane Metro [Pretoria],SOSHANGUVE CIVIC ASSOCIATION,PR,1068,42.89
874,Gauteng,TSH - Tshwane Metro [Pretoria],SOSHANGUVE CIVIC ASSOCIATION,WARD,975,42.89
875,Gauteng,TSH - Tshwane Metro [Pretoria],UNITED CHRISTIAN DEMOCRATIC PARTY,PR,3149,42.89
876,Gauteng,TSH - Tshwane Metro [Pretoria],UNITED CHRISTIAN DEMOCRATIC PARTY,WARD,2704,42.89
877,Gauteng,TSH - Tshwane Metro [Pretoria],UNITED COMMUNITY INDEPENDENT PARTY,WARD,681,42.89
878,Gauteng,TSH - Tshwane Metro [Pretoria],UNITED DEMOCRATIC MOVEMENT,PR,1459,42.89
879,Gauteng,TSH - Tshwane Metro [Pretoria],UNITED DEMOCRATIC MOVEMENT,WARD,1020,42.89
880,Gauteng,TSH - Tshwane Metro [Pretoria],UNITED INDEPENDENT FRONT,PR,869,42.89
881,Gauteng,TSH - Tshwane Metro [Pretoria],UNITED INDEPENDENT FRONT,WARD,611,42.89
882,Gauteng,TSH - Tshwane Metro [Pretoria],VRYHEIDSFRONT PLUS,PR,19172,42.89
883,Gauteng,TSH - Tshwane Metro [Pretoria],VRYHEIDSFRONT PLUS,WARD,19300,42.89
884,KwaZulu-Natal,ETH - eThekwini [Durban Metro],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,9629,45.88
885,KwaZulu-Natal,ETH - eThekwini [Durban Metro],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,9615,45.88
886,KwaZulu-Natal,ETH - eThekwini [Durban Metro],AFRICAN NATIONAL CONGRESS,PR,352763,45.88
887,KwaZulu-Natal,ETH - eThekwini [Durban Metro],AFRICAN NATIONAL CONGRESS,WARD,340307,45.88
888,KwaZulu-Natal,ETH - eThekwini [Durban Metro],AZANIAN PEOPLE'S ORGANISATION,PR,1430,45.88
889,KwaZulu-Natal,ETH - eThekwini [Durban Metro],AZANIAN PEOPLE'S ORGANISATION,WARD,1428,45.88
890,KwaZulu-Natal,ETH - eThekwini [Durban Metro],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,101412,45.88
891,KwaZulu-Natal,ETH - eThekwini [Durban Metro],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,98986,45.88
892,KwaZulu-Natal,ETH - eThekwini [Durban Metro],ECOPEACE,PR,1156,45.88
893,KwaZulu-Natal,ETH - eThekwini [Durban Metro],ECOPEACE,WARD,729,45.88
894,KwaZulu-Natal,ETH - eThekwini [Durban Metro],INDEPENDENT,WARD,27439,45.88
895,KwaZulu-Natal,ETH - eThekwini [Durban Metro],INDEPENDENT DEMOCRATS,PR,5528,45.88
896,KwaZulu-Natal,ETH - eThekwini [Durban Metro],INDEPENDENT DEMOCRATS,WARD,4663,45.88
897,KwaZulu-Natal,ETH - eThekwini [Durban Metro],INKATHA FREEDOM PARTY,PR,67668,45.88
898,KwaZulu-Natal,ETH - eThekwini [Durban Metro],INKATHA FREEDOM PARTY,WARD,65828,45.88
899,KwaZulu-Natal,ETH - eThekwini [Durban Metro],IZWI LETHU PARTY,WARD,168,45.88
900,KwaZulu-Natal,ETH - eThekwini [Durban Metro],MINORITY FRONT,PR,37384,45.88
901,KwaZulu-Natal,ETH - eThekwini [Durban Metro],MINORITY FRONT,WARD,37396,45.88
902,KwaZulu-Natal,ETH - eThekwini [Durban Metro],NATIONAL DEMOCRATIC CONVENTION,PR,6386,45.88
903,KwaZulu-Natal,ETH - eThekwini [Durban Metro],NATIONAL DEMOCRATIC CONVENTION,WARD,5708,45.88
904,KwaZulu-Natal,ETH - eThekwini [Durban Metro],NATIONAL UNITED PEOPLE'S ORGANISATION,PR,722,45.88
905,KwaZulu-Natal,ETH - eThekwini [Durban Metro],NATIONAL UNITED PEOPLE'S ORGANISATION,WARD,1007,45.88
906,KwaZulu-Natal,ETH - eThekwini [Durban Metro],PAN AFRICANIST CONGRESS OF AZANIA,PR,1528,45.88
907,KwaZulu-Natal,ETH - eThekwini [Durban Metro],PAN AFRICANIST CONGRESS OF AZANIA,WARD,889,45.88
908,KwaZulu-Natal,ETH - eThekwini [Durban Metro],SCARA CIVIC PARTY,PR,2047,45.88
909,KwaZulu-Natal,ETH - eThekwini [Durban Metro],SCARA CIVIC PARTY,WARD,1948,45.88
910,KwaZulu-Natal,ETH - eThekwini [Durban Metro],THE SOCIALIST PARTY OF AZANIA,PR,1127,45.88
911,KwaZulu-Natal,ETH - eThekwini [Durban Metro],THE SOCIALIST PARTY OF AZANIA,WARD,361,45.88
912,KwaZulu-Natal,ETH - eThekwini [Durban Metro],TRULY ALLIANCE,PR,4193,45.88
913,KwaZulu-Natal,ETH - eThekwini [Durban Metro],TRULY ALLIANCE,WARD,4239,45.88
914,KwaZulu-Natal,ETH - eThekwini [Durban Metro],UNITED CHRISTIAN DEMOCRATIC PARTY,PR,1339,45.88
915,KwaZulu-Natal,ETH - eThekwini [Durban Metro],UNITED CHRISTIAN DEMOCRATIC PARTY,WARD,264,45.88
916,KwaZulu-Natal,ETH - eThekwini [Durban Metro],UNITED DEMOCRATIC MOVEMENT,PR,1931,45.88
917,KwaZulu-Natal,ETH - eThekwini [Durban Metro],UNITED DEMOCRATIC MOVEMENT,WARD,1791,45.88
918,KwaZulu-Natal,ETH - eThekwini [Durban Metro],UNITED INDEPENDENT FRONT,PR,1757,45.88
919,KwaZulu-Natal,ETH - eThekwini [Durban Metro],UNITED INDEPENDENT FRONT,WARD,244,45.88
920,KwaZulu-Natal,ETH - eThekwini [Durban Metro],VRYHEIDSFRONT PLUS,PR,1228,45.88
921,KwaZulu-Natal,ETH - eThekwini [Durban Metro],VRYHEIDSFRONT PLUS,WARD,972,45.88
922,KwaZulu-Natal,KZ211 - Vulamehlo [Dududu],AFRICAN NATIONAL CONGRESS,PR,9962,53.25
923,KwaZulu-Natal,KZ211 - Vulamehlo [Dududu],AFRICAN NATIONAL CONGRESS,WARD,9844,53.25
924,KwaZulu-Natal,KZ211 - Vulamehlo [Dududu],INKATHA FREEDOM PARTY,PR,8473,53.25
925,KwaZulu-Natal,KZ211 - Vulamehlo [Dududu],INKATHA FREEDOM PARTY,WARD,8596,53.25
926,KwaZulu-Natal,KZ212 - Umdoni [Scottburgh],AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,619,48.09
927,KwaZulu-Natal,KZ212 - Umdoni [Scottburgh],AFRICAN CHRISTIAN DEMOCRATIC PARTY,WARD,561,48.09
928,KwaZulu-Natal,KZ212 - Umdoni [Scottburgh],AFRICAN NATIONAL CONGRESS,PR,7781,48.09
929,KwaZulu-Natal,KZ212 - Umdoni [Scottburgh],AFRICAN NATIONAL CONGRESS,WARD,7828,48.09
930,KwaZulu-Natal,KZ212 - Umdoni [Scottburgh],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,2280,48.09
931,KwaZulu-Natal,KZ212 - Umdoni [Scottburgh],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,2278,48.09
932,KwaZulu-Natal,KZ212 - Umdoni [Scottburgh],INKATHA FREEDOM PARTY,PR,2488,48.09
933,KwaZulu-Natal,KZ212 - Umdoni [Scottburgh],INKATHA FREEDOM PARTY,WARD,2510,48.09
934,KwaZulu-Natal,KZ212 - Umdoni [Scottburgh],MINORITY FRONT,PR,1433,48.09
935,KwaZulu-Natal,KZ212 - Umdoni [Scottburgh],MINORITY FRONT,WARD,1441,48.09
936,KwaZulu-Natal,KZ213 - Umzumbe [Umzumbe],AFRICAN NATIONAL CONGRESS,PR,19595,53.47
937,KwaZulu-Natal,KZ213 - Umzumbe [Umzumbe],AFRICAN NATIONAL CONGRESS,WARD,19191,53.47
938,KwaZulu-Natal,KZ213 - Umzumbe [Umzumbe],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,PR,834,53.47
939,KwaZulu-Natal,KZ213 - Umzumbe [Umzumbe],DEMOCRATIC ALLIANCE/DEMOKRATIESE ALLIANSIE,WARD,661,53.47
940,KwaZulu-Natal,KZ213 - Umzumbe [Umzumbe],INDEPENDENT,WARD,497,53.47
941,KwaZulu-Natal,KZ213 - Umzumbe [Umzumbe],INKATHA FREEDOM PARTY,PR,14648,53.47
