,Province,Municipality,Party,BallotType,ValidVotesCast,% Voter Turnout
2085,Limpopo,LIM471 - Ephraim Mogale,SOCIALIST AGENDA OF DISPOSSESSED AFRICANS,Ward,37,30.65
2086,Limpopo,LIM471 - Ephraim Mogale,SOCIALIST GREEN COALITION,PR,79,30.65
2087,Limpopo,LIM471 - Ephraim Mogale,SOCIALIST GREEN COALITION,Ward,94,30.65
2088,Limpopo,LIM471 - Ephraim Mogale,SOUTH AFRICAN MAINTANANCE AND ESTATE BENEFICIARIES ASSOCIATI,PR,192,30.65
2089,Limpopo,LIM471 - Ephraim Mogale,SOUTH AFRICAN MAINTANANCE AND ESTATE BENEFICIARIES ASSOCIATI,Ward,166,30.65
2090,Limpopo,LIM471 - Ephraim Mogale,UNITED CHRISTIAN DEMOCRATIC PARTY,PR,208,30.65
2091,Limpopo,LIM471 - Ephraim Mogale,UNITED CHRISTIAN DEMOCRATIC PARTY,Ward,185,30.65
2092,Limpopo,LIM471 - Ephraim Mogale,VRYHEIDSFRONT PLUS,PR,319,30.65
2093,Limpopo,LIM471 - Ephraim Mogale,VRYHEIDSFRONT PLUS,Ward,342,30.65
2094,Limpopo,LIM472 - Elias Motsoaledi,AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,166,33.4
2095,Limpopo,LIM472 - Elias Motsoaledi,AFRICAN CHRISTIAN DEMOCRATIC PARTY,Ward,258,33.4
2096,Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,PR,40465,33.4
2097,Limpopo,LIM472 - Elias Motsoaledi,AFRICAN NATIONAL CONGRESS,Ward,39477,33.4
2098,Limpopo,LIM472 - Elias Motsoaledi,AFRICAN PEOPLE'S CONVENTION,PR,449,33.4
2099,Limpopo,LIM472 - Elias Motsoaledi,AFRICAN PEOPLE'S CONVENTION,Ward,116,33.4
2100,Limpopo,LIM472 - Elias Motsoaledi,AFRICAN PEOPLE'S SOCIALIST PARTY,PR,132,33.4
2101,Limpopo,LIM472 - Elias Motsoaledi,AFRICAN PEOPLE'S SOCIALIST PARTY,Ward,106,33.4
2102,Limpopo,LIM472 - Elias Motsoaledi,ANSWER FOR COMMUNITY,PR,166,33.4
2103,Limpopo,LIM472 - Elias Motsoaledi,ANSWER FOR COMMUNITY,Ward,230,33.4
2104,Limpopo,LIM472 - Elias Motsoaledi,AZANIAN PEOPLE'S ORGANISATION,PR,171,33.4
2105,Limpopo,LIM472 - Elias Motsoaledi,AZANIAN PEOPLE'S ORGANISATION,Ward,178,33.4
2106,Limpopo,LIM472 - Elias Motsoaledi,BADIRA MMOGO FREEDOM PARTY,PR,68,33.4
2107,Limpopo,LIM472 - Elias Motsoaledi,BADIRA MMOGO FREEDOM PARTY,Ward,30,33.4
2108,Limpopo,LIM472 - Elias Motsoaledi,BOLSHEVIKS PARTY OF SOUTH AFRICA,PR,2722,33.4
2109,Limpopo,LIM472 - Elias Motsoaledi,BOLSHEVIKS PARTY OF SOUTH AFRICA,Ward,2376,33.4
2110,Limpopo,LIM472 - Elias Motsoaledi,CONGRESS  OF THE PEOPLE,PR,142,33.4
2111,Limpopo,LIM472 - Elias Motsoaledi,CONGRESS  OF THE PEOPLE,Ward,31,33.4
2112,Limpopo,LIM472 - Elias Motsoaledi,DEMOCRATIC ALLIANCE,PR,4614,33.4
2113,Limpopo,LIM472 - Elias Motsoaledi,DEMOCRATIC ALLIANCE,Ward,4548,33.4
2114,Limpopo,LIM472 - Elias Motsoaledi,ECONOMIC FREEDOM FIGHTERS,PR,10245,33.4
2115,Limpopo,LIM472 - Elias Motsoaledi,ECONOMIC FREEDOM FIGHTERS,Ward,10136,33.4
2116,Limpopo,LIM472 - Elias Motsoaledi,INDEPENDENT,Ward,2301,33.4
2117,Limpopo,LIM472 - Elias Motsoaledi,MPUMALANGA PARTY,PR,647,33.4
2118,Limpopo,LIM472 - Elias Motsoaledi,MPUMALANGA PARTY,Ward,737,33.4
2119,Limpopo,LIM472 - Elias Motsoaledi,PAN AFRICANIST CONGRESS OF AZANIA,PR,159,33.4
2120,Limpopo,LIM472 - Elias Motsoaledi,PAN AFRICANIST CONGRESS OF AZANIA,Ward,194,33.4
2121,Limpopo,LIM472 - Elias Motsoaledi,SINDAWONYE PROGRESSIVE PARTY,PR,134,33.4
2122,Limpopo,LIM472 - Elias Motsoaledi,SINDAWONYE PROGRESSIVE PARTY,Ward,35,33.4
2123,Limpopo,LIM472 - Elias Motsoaledi,SOUTH AFRICAN MAINTANANCE AND ESTATE BENEFICIARIES ASSOCIATI,PR,517,33.4
2124,Limpopo,LIM472 - Elias Motsoaledi,SOUTH AFRICAN MAINTANANCE AND ESTATE BENEFICIARIES ASSOCIATI,Ward,451,33.4
2125,Limpopo,LIM472 - Elias Motsoaledi,UNITED CHRISTIAN DEMOCRATIC PARTY,PR,132,33.4
2126,Limpopo,LIM472 - Elias Motsoaledi,UNITED CHRISTIAN DEMOCRATIC PARTY,Ward,112,33.4
2127,Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,PR,42667,33.42
2128,Limpopo,LIM473 - Makhuduthamaga,AFRICAN NATIONAL CONGRESS,Ward,42671,33.42
2129,Limpopo,LIM473 - Makhuduthamaga,AFRICAN PEOPLE'S CONVENTION,PR,515,33.42
2130,Limpopo,LIM473 - Makhuduthamaga,AFRICAN PEOPLE'S CONVENTION,Ward,19,33.42
2131,Limpopo,LIM473 - Makhuduthamaga,AFRICAN PEOPLE'S SOCIALIST PARTY,PR,1068,33.42
2132,Limpopo,LIM473 - Makhuduthamaga,AFRICAN PEOPLE'S SOCIALIST PARTY,Ward,1130,33.42
2133,Limpopo,LIM473 - Makhuduthamaga,AGANG SOUTH AFRICA,PR,42,33.42
2134,Limpopo,LIM473 - Makhuduthamaga,AGANG SOUTH AFRICA,Ward,30,33.42
2135,Limpopo,LIM473 - Makhuduthamaga,AZANIAN PEOPLE'S ORGANISATION,PR,780,33.42
2136,Limpopo,LIM473 - Makhuduthamaga,AZANIAN PEOPLE'S ORGANISATION,Ward,718,33.42
2137,Limpopo,LIM473 - Makhuduthamaga,COMMUNITY CONGRESS,PR,127,33.42
2138,Limpopo,LIM473 - Makhuduthamaga,COMMUNITY CONGRESS,Ward,162,33.42
2139,Limpopo,LIM473 - Makhuduthamaga,CONGRESS  OF THE PEOPLE,Ward,133,33.42
2140,Limpopo,LIM473 - Makhuduthamaga,DEMOCRATIC ALLIANCE,PR,2102,33.42
2141,Limpopo,LIM473 - Makhuduthamaga,DEMOCRATIC ALLIANCE,Ward,2157,33.42
2142,Limpopo,LIM473 - Makhuduthamaga,ECONOMIC FREEDOM FIGHTERS,PR,13641,33.42
2143,Limpopo,LIM473 - Makhuduthamaga,ECONOMIC FREEDOM FIGHTERS,Ward,13652,33.42
2144,Limpopo,LIM473 - Makhuduthamaga,INDEPENDENT,Ward,931,33.42
2145,Limpopo,LIM473 - Makhuduthamaga,LIBERATORS PARTY,PR,65,33.42
2146,Limpopo,LIM473 - Makhuduthamaga,LIBERATORS PARTY,Ward,36,33.42
2147,Limpopo,LIM473 - Makhuduthamaga,PAN AFRICAN SOCIALIST MOVEMENT OF AZANIA,PR,36,33.42
2148,Limpopo,LIM473 - Makhuduthamaga,PAN AFRICAN SOCIALIST MOVEMENT OF AZANIA,Ward,45,33.42
2149,Limpopo,LIM473 - Makhuduthamaga,PAN AFRICANIST CONGRESS OF AZANIA,PR,168,33.42
2150,Limpopo,LIM473 - Makhuduthamaga,PAN AFRICANIST CONGRESS OF AZANIA,Ward,246,33.42
2151,Limpopo,LIM473 - Makhuduthamaga,SEKHUKHUNE CONGRESS,PR,212,33.42
2152,Limpopo,LIM473 - Makhuduthamaga,SOCIALIST RADICAL CHANGE,PR,171,33.42
2153,Limpopo,LIM473 - Makhuduthamaga,SOCIALIST RADICAL CHANGE,Ward,16,33.42
2154,Limpopo,LIM473 - Makhuduthamaga,SOUTH AFRICAN MAINTANANCE AND ESTATE BENEFICIARIES ASSOCIATI,PR,711,33.42
2155,Limpopo,LIM473 - Makhuduthamaga,SOUTH AFRICAN MAINTANANCE AND ESTATE BENEFICIARIES ASSOCIATI,Ward,706,33.42
2156,Limpopo,LIM473 - Makhuduthamaga,UNITED CHRISTIAN DEMOCRATIC PARTY,PR,134,33.42
2157,Limpopo,LIM473 - Makhuduthamaga,UNITED CHRISTIAN DEMOCRATIC PARTY,Ward,175,33.42
2158,Limpopo,LIM473 - Makhuduthamaga,UNITED DEMOCRATIC MOVEMENT,PR,165,33.42
2159,Limpopo,LIM473 - Makhuduthamaga,UNITED DEMOCRATIC MOVEMENT,Ward,152,33.42
2160,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,AFRICAN NATIONAL CONGRESS,PR,67703,34.08
2161,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,AFRICAN NATIONAL CONGRESS,Ward,64761,34.08
2162,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,AFRICAN PEOPLE'S CONVENTION,PR,825,34.08
2163,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,AFRICAN PEOPLE'S CONVENTION,Ward,272,34.08
2164,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,AFRICAN PEOPLE'S SOCIALIST PARTY,PR,62,34.08
2165,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,AFRICAN PEOPLE'S SOCIALIST PARTY,Ward,61,34.08
2166,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,AZANIAN PEOPLE'S ORGANISATION,PR,1082,34.08
2167,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,AZANIAN PEOPLE'S ORGANISATION,Ward,1077,34.08
2168,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,CONGRESS  OF THE PEOPLE,PR,885,34.08
2169,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,CONGRESS  OF THE PEOPLE,Ward,937,34.08
2170,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,DEMOCRATIC ALLIANCE,PR,4479,34.08
2171,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,DEMOCRATIC ALLIANCE,Ward,4477,34.08
2172,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,ECONOMIC FREEDOM FIGHTERS,PR,18433,34.08
2173,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,ECONOMIC FREEDOM FIGHTERS,Ward,17046,34.08
2174,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,INDEPENDENT,Ward,5611,34.08
2175,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,PAN AFRICAN SOCIALIST MOVEMENT OF AZANIA,PR,157,34.08
2176,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,PAN AFRICAN SOCIALIST MOVEMENT OF AZANIA,Ward,114,34.08
2177,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,PAN AFRICANIST CONGRESS OF AZANIA,PR,767,34.08
2178,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,PAN AFRICANIST CONGRESS OF AZANIA,Ward,881,34.08
2179,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,SEKHUKHUNE CONGRESS,PR,396,34.08
2180,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,SEKHUKHUNE CONGRESS,Ward,271,34.08
2181,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,SOCIALIST AGENDA OF DISPOSSESSED AFRICANS,PR,905,34.08
2182,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,SOCIALIST AGENDA OF DISPOSSESSED AFRICANS,Ward,854,34.08
2183,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,SOCIALIST GREEN COALITION,PR,72,34.08
2184,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,SOCIALIST GREEN COALITION,Ward,40,34.08
2185,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,SOCIALIST RADICAL CHANGE,PR,247,34.08
2186,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,SOCIALIST RADICAL CHANGE,Ward,184,34.08
2187,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,SOUTH AFRICAN MAINTANANCE AND ESTATE BENEFICIARIES ASSOCIATI,PR,463,34.08
2188,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,SOUTH AFRICAN MAINTANANCE AND ESTATE BENEFICIARIES ASSOCIATI,Ward,485,34.08
2189,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,UNITED CHRISTIAN DEMOCRATIC PARTY,PR,174,34.08
2190,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,UNITED CHRISTIAN DEMOCRATIC PARTY,Ward,128,34.08
2191,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,UNITED DEMOCRATIC MOVEMENT,PR,221,34.08
2192,Limpopo,LIM476 - Greater Tubatse/Fetakgomo,UNITED DEMOCRATIC MOVEMENT,Ward,145,34.08
2193,Mpumalanga,MP301 - Chief Albert Luthuli,AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,153,48.99
2194,Mpumalanga,MP301 - Chief Albert Luthuli,AFRICAN CHRISTIAN DEMOCRATIC PARTY,Ward,159,48.99
2195,Mpumalanga,MP301 - Chief Albert Luthuli,AFRICAN NATIONAL CONGRESS,PR,45365,48.99
2196,Mpumalanga,MP301 - Chief Albert Luthuli,AFRICAN NATIONAL CONGRESS,Ward,44803,48.99
2197,Mpumalanga,MP301 - Chief Albert Luthuli,AFRICAN PEOPLE'S CONVENTION,PR,971,48.99
2198,Mpumalanga,MP301 - Chief Albert Luthuli,AFRICAN PEOPLE'S CONVENTION,Ward,899,48.99
2199,Mpumalanga,MP301 - Chief Albert Luthuli,CONGRESS  OF THE PEOPLE,PR,180,48.99
2200,Mpumalanga,MP301 - Chief Albert Luthuli,CONGRESS  OF THE PEOPLE,Ward,266,48.99
2201,Mpumalanga,MP301 - Chief Albert Luthuli,DEMOCRATIC ALLIANCE,PR,1990,48.99
2202,Mpumalanga,MP301 - Chief Albert Luthuli,DEMOCRATIC ALLIANCE,Ward,1717,48.99
2203,Mpumalanga,MP301 - Chief Albert Luthuli,ECONOMIC FREEDOM FIGHTERS,PR,4311,48.99
2204,Mpumalanga,MP301 - Chief Albert Luthuli,ECONOMIC FREEDOM FIGHTERS,Ward,4481,48.99
2205,Mpumalanga,MP301 - Chief Albert Luthuli,INDEPENDENT,Ward,939,48.99
2206,Mpumalanga,MP301 - Chief Albert Luthuli,INKATHA FREEDOM PARTY,PR,588,48.99
2207,Mpumalanga,MP301 - Chief Albert Luthuli,INKATHA FREEDOM PARTY,Ward,461,48.99
2208,Mpumalanga,MP301 - Chief Albert Luthuli,UBUNTU PARTY,PR,143,48.99
2209,Mpumalanga,MP301 - Chief Albert Luthuli,UBUNTU PARTY,Ward,116,48.99
2210,Mpumalanga,MP301 - Chief Albert Luthuli,VRYHEIDSFRONT PLUS,PR,219,48.99
2211,Mpumalanga,MP301 - Chief Albert Luthuli,VRYHEIDSFRONT PLUS,Ward,244,48.99
2212,Mpumalanga,MP302 - Msukaligwa,AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,165,42.4
2213,Mpumalanga,MP302 - Msukaligwa,AFRICAN CHRISTIAN DEMOCRATIC PARTY,Ward,172,42.4
2214,Mpumalanga,MP302 - Msukaligwa,AFRICAN NATIONAL CONGRESS,PR,30249,42.4
2215,Mpumalanga,MP302 - Msukaligwa,AFRICAN NATIONAL CONGRESS,Ward,30071,42.4
2216,Mpumalanga,MP302 - Msukaligwa,AFRICAN PEOPLE'S CONVENTION,PR,228,42.4
2217,Mpumalanga,MP302 - Msukaligwa,AFRICAN PEOPLE'S CONVENTION,Ward,172,42.4
2218,Mpumalanga,MP302 - Msukaligwa,CONGRESS  OF THE PEOPLE,PR,135,42.4
2219,Mpumalanga,MP302 - Msukaligwa,CONGRESS  OF THE PEOPLE,Ward,164,42.4
2220,Mpumalanga,MP302 - Msukaligwa,DEMOCRATIC ALLIANCE,PR,5421,42.4
2221,Mpumalanga,MP302 - Msukaligwa,DEMOCRATIC ALLIANCE,Ward,5452,42.4
2222,Mpumalanga,MP302 - Msukaligwa,ECONOMIC FREEDOM FIGHTERS,PR,3087,42.4
2223,Mpumalanga,MP302 - Msukaligwa,ECONOMIC FREEDOM FIGHTERS,Ward,3165,42.4
2224,Mpumalanga,MP302 - Msukaligwa,INKATHA FREEDOM PARTY,PR,228,42.4
2225,Mpumalanga,MP302 - Msukaligwa,INKATHA FREEDOM PARTY,Ward,190,42.4
2226,Mpumalanga,MP302 - Msukaligwa,PAN AFRICAN SOCIALIST MOVEMENT OF AZANIA,PR,41,42.4
2227,Mpumalanga,MP302 - Msukaligwa,PAN AFRICAN SOCIALIST MOVEMENT OF AZANIA,Ward,52,42.4
2228,Mpumalanga,MP302 - Msukaligwa,SINDAWONYE PROGRESSIVE PARTY,PR,126,42.4
2229,Mpumalanga,MP302 - Msukaligwa,SINDAWONYE PROGRESSIVE PARTY,Ward,48,42.4
2230,Mpumalanga,MP302 - Msukaligwa,VRYHEIDSFRONT PLUS,PR,707,42.4
2231,Mpumalanga,MP302 - Msukaligwa,VRYHEIDSFRONT PLUS,Ward,761,42.4
2232,Mpumalanga,MP303 - Mkhondo,AFRICAN NATIONAL CONGRESS,PR,31143,43.26
2233,Mpumalanga,MP303 - Mkhondo,AFRICAN NATIONAL CONGRESS,Ward,30661,43.26
2234,Mpumalanga,MP303 - Mkhondo,AFRICAN PEOPLE'S CONVENTION,PR,779,43.26
2235,Mpumalanga,MP303 - Mkhondo,AFRICAN PEOPLE'S CONVENTION,Ward,684,43.26
2236,Mpumalanga,MP303 - Mkhondo,DEMOCRATIC ALLIANCE,PR,4196,43.26
2237,Mpumalanga,MP303 - Mkhondo,DEMOCRATIC ALLIANCE,Ward,4120,43.26
2238,Mpumalanga,MP303 - Mkhondo,ECONOMIC FREEDOM FIGHTERS,PR,2708,43.26
2239,Mpumalanga,MP303 - Mkhondo,ECONOMIC FREEDOM FIGHTERS,Ward,2764,43.26
2240,Mpumalanga,MP303 - Mkhondo,INDEPENDENT,Ward,683,43.26
2241,Mpumalanga,MP303 - Mkhondo,INKATHA FREEDOM PARTY,PR,975,43.26
2242,Mpumalanga,MP303 - Mkhondo,INKATHA FREEDOM PARTY,Ward,985,43.26
2243,Mpumalanga,MP303 - Mkhondo,PAN AFRICAN SOCIALIST MOVEMENT OF AZANIA,PR,88,43.26
2244,Mpumalanga,MP303 - Mkhondo,PAN AFRICAN SOCIALIST MOVEMENT OF AZANIA,Ward,60,43.26
2245,Mpumalanga,MP303 - Mkhondo,VRYHEIDSFRONT PLUS,PR,578,43.26
2246,Mpumalanga,MP303 - Mkhondo,VRYHEIDSFRONT PLUS,Ward,462,43.26
2247,Mpumalanga,MP304 - Dr Pixley Ka Isaka Seme,AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,147,45.4
2248,Mpumalanga,MP304 - Dr Pixley Ka Isaka Seme,AFRICAN CHRISTIAN DEMOCRATIC PARTY,Ward,142,45.4
2249,Mpumalanga,MP304 - Dr Pixley Ka Isaka Seme,AFRICAN NATIONAL CONGRESS,PR,17481,45.4
2250,Mpumalanga,MP304 - Dr Pixley Ka Isaka Seme,AFRICAN NATIONAL CONGRESS,Ward,17283,45.4
2251,Mpumalanga,MP304 - Dr Pixley Ka Isaka Seme,DEMOCRATIC ALLIANCE,PR,2405,45.4
2252,Mpumalanga,MP304 - Dr Pixley Ka Isaka Seme,DEMOCRATIC ALLIANCE,Ward,2344,45.4
2253,Mpumalanga,MP304 - Dr Pixley Ka Isaka Seme,ECONOMIC FREEDOM FIGHTERS,PR,1419,45.4
2254,Mpumalanga,MP304 - Dr Pixley Ka Isaka Seme,ECONOMIC FREEDOM FIGHTERS,Ward,1348,45.4
2255,Mpumalanga,MP304 - Dr Pixley Ka Isaka Seme,INDEPENDENT,Ward,478,45.4
2256,Mpumalanga,MP304 - Dr Pixley Ka Isaka Seme,INKATHA FREEDOM PARTY,PR,486,45.4
2257,Mpumalanga,MP304 - Dr Pixley Ka Isaka Seme,INKATHA FREEDOM PARTY,Ward,412,45.4
2258,Mpumalanga,MP304 - Dr Pixley Ka Isaka Seme,VRYHEIDSFRONT PLUS,PR,389,45.4
2259,Mpumalanga,MP304 - Dr Pixley Ka Isaka Seme,VRYHEIDSFRONT PLUS,Ward,331,45.4
2260,Mpumalanga,MP305 - Lekwa,AFRICAN NATIONAL CONGRESS,PR,19663,36.93
2261,Mpumalanga,MP305 - Lekwa,AFRICAN NATIONAL CONGRESS,Ward,19553,36.93
2262,Mpumalanga,MP305 - Lekwa,AFRICAN PEOPLE'S CONVENTION,PR,179,36.93
2263,Mpumalanga,MP305 - Lekwa,AFRICAN PEOPLE'S CONVENTION,Ward,149,36.93
2264,Mpumalanga,MP305 - Lekwa,CIVIC VOICE,PR,2869,36.93
2265,Mpumalanga,MP305 - Lekwa,CIVIC VOICE,Ward,3047,36.93
2266,Mpumalanga,MP305 - Lekwa,DEMOCRATIC ALLIANCE,PR,4864,36.93
2267,Mpumalanga,MP305 - Lekwa,DEMOCRATIC ALLIANCE,Ward,4913,36.93
2268,Mpumalanga,MP305 - Lekwa,ECONOMIC FREEDOM FIGHTERS,PR,1537,36.93
2269,Mpumalanga,MP305 - Lekwa,ECONOMIC FREEDOM FIGHTERS,Ward,1531,36.93
2270,Mpumalanga,MP305 - Lekwa,PAN AFRICANIST CONGRESS OF AZANIA,PR,203,36.93
2271,Mpumalanga,MP305 - Lekwa,PAN AFRICANIST CONGRESS OF AZANIA,Ward,216,36.93
2272,Mpumalanga,MP305 - Lekwa,SINDAWONYE PROGRESSIVE PARTY,PR,45,36.93
2273,Mpumalanga,MP305 - Lekwa,SINDAWONYE PROGRESSIVE PARTY,Ward,3,36.93
2274,Mpumalanga,MP305 - Lekwa,VRYHEIDSFRONT PLUS,PR,478,36.93
2275,Mpumalanga,MP305 - Lekwa,VRYHEIDSFRONT PLUS,Ward,477,36.93
2276,Mpumalanga,MP306 - Dipaleseng,AFRICAN NATIONAL CONGRESS,PR,9560,44.65
2277,Mpumalanga,MP306 - Dipaleseng,AFRICAN NATIONAL CONGRESS,Ward,9541,44.65
2278,Mpumalanga,MP306 - Dipaleseng,DEMOCRATIC ALLIANCE,PR,1628,44.65
2279,Mpumalanga,MP306 - Dipaleseng,DEMOCRATIC ALLIANCE,Ward,1635,44.65
2280,Mpumalanga,MP306 - Dipaleseng,ECONOMIC FREEDOM FIGHTERS,PR,503,44.65
2281,Mpumalanga,MP306 - Dipaleseng,ECONOMIC FREEDOM FIGHTERS,Ward,485,44.65
2282,Mpumalanga,MP306 - Dipaleseng,INDEPENDENT,Ward,155,44.65
2283,Mpumalanga,MP306 - Dipaleseng,PAN AFRICANIST CONGRESS OF AZANIA,PR,149,44.65
2284,Mpumalanga,MP306 - Dipaleseng,PAN AFRICANIST CONGRESS OF AZANIA,Ward,148,44.65
2285,Mpumalanga,MP306 - Dipaleseng,SOCIALIST CIVIC MOVEMENT,PR,475,44.65
2286,Mpumalanga,MP306 - Dipaleseng,SOCIALIST CIVIC MOVEMENT,Ward,446,44.65
2287,Mpumalanga,MP306 - Dipaleseng,VRYHEIDSFRONT PLUS,PR,189,44.65
2288,Mpumalanga,MP306 - Dipaleseng,VRYHEIDSFRONT PLUS,Ward,167,44.65
2289,Mpumalanga,MP307 - Govan Mbeki,AFRICAN NATIONAL CONGRESS,PR,43441,29.9
2290,Mpumalanga,MP307 - Govan Mbeki,AFRICAN NATIONAL CONGRESS,Ward,43198,29.9
2291,Mpumalanga,MP307 - Govan Mbeki,AFRICAN PEACE PARTY,PR,204,29.9
2292,Mpumalanga,MP307 - Govan Mbeki,AFRICAN PEACE PARTY,Ward,58,29.9
2293,Mpumalanga,MP307 - Govan Mbeki,AFRICAN PEOPLE'S CONVENTION,PR,271,29.9
2294,Mpumalanga,MP307 - Govan Mbeki,AFRICAN PEOPLE'S CONVENTION,Ward,326,29.9
2295,Mpumalanga,MP307 - Govan Mbeki,CONGRESS  OF THE PEOPLE,PR,658,29.9
2296,Mpumalanga,MP307 - Govan Mbeki,CONGRESS  OF THE PEOPLE,Ward,243,29.9
2297,Mpumalanga,MP307 - Govan Mbeki,DEMOCRATIC ALLIANCE,PR,17910,29.9
2298,Mpumalanga,MP307 - Govan Mbeki,DEMOCRATIC ALLIANCE,Ward,18504,29.9
2299,Mpumalanga,MP307 - Govan Mbeki,ECONOMIC FREEDOM FIGHTERS,PR,10006,29.9
2300,Mpumalanga,MP307 - Govan Mbeki,ECONOMIC FREEDOM FIGHTERS,Ward,10135,29.9
2301,Mpumalanga,MP307 - Govan Mbeki,INDEPENDENT,Ward,627,29.9
2302,Mpumalanga,MP307 - Govan Mbeki,INKATHA FREEDOM PARTY,PR,410,29.9
2303,Mpumalanga,MP307 - Govan Mbeki,INKATHA FREEDOM PARTY,Ward,191,29.9
2304,Mpumalanga,MP307 - Govan Mbeki,SAKHISIZWE PROGRESSIVE MOVEMENT,PR,930,29.9
2305,Mpumalanga,MP307 - Govan Mbeki,SAKHISIZWE PROGRESSIVE MOVEMENT,Ward,949,29.9
2306,Mpumalanga,MP307 - Govan Mbeki,SINDAWONYE PROGRESSIVE PARTY,PR,75,29.9
2307,Mpumalanga,MP307 - Govan Mbeki,SINDAWONYE PROGRESSIVE PARTY,Ward,60,29.9
2308,Mpumalanga,MP307 - Govan Mbeki,SINGUKUKHANYA KWEZWE CHRISTIAN PARTY,PR,147,29.9
2309,Mpumalanga,MP307 - Govan Mbeki,SINGUKUKHANYA KWEZWE CHRISTIAN PARTY,Ward,149,29.9
2310,Mpumalanga,MP307 - Govan Mbeki,VRYHEIDSFRONT PLUS,PR,1677,29.9
2311,Mpumalanga,MP307 - Govan Mbeki,VRYHEIDSFRONT PLUS,Ward,1951,29.9
2312,Mpumalanga,MP311 - Victor Khanye,AFRICAN NATIONAL CONGRESS,PR,11935,35.68
2313,Mpumalanga,MP311 - Victor Khanye,AFRICAN NATIONAL CONGRESS,Ward,11588,35.68
2314,Mpumalanga,MP311 - Victor Khanye,DEMOCRATIC ALLIANCE,PR,3764,35.68
2315,Mpumalanga,MP311 - Victor Khanye,DEMOCRATIC ALLIANCE,Ward,3773,35.68
2316,Mpumalanga,MP311 - Victor Khanye,ECONOMIC FREEDOM FIGHTERS,PR,1831,35.68
2317,Mpumalanga,MP311 - Victor Khanye,ECONOMIC FREEDOM FIGHTERS,Ward,1779,35.68
2318,Mpumalanga,MP311 - Victor Khanye,INDEPENDENT,Ward,469,35.68
2319,Mpumalanga,MP311 - Victor Khanye,VRYHEIDSFRONT PLUS,PR,492,35.68
2320,Mpumalanga,MP311 - Victor Khanye,VRYHEIDSFRONT PLUS,Ward,515,35.68
2321,Mpumalanga,MP312 - Emalahleni,AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,517,30.18
2322,Mpumalanga,MP312 - Emalahleni,AFRICAN CHRISTIAN DEMOCRATIC PARTY,Ward,511,30.18
2323,Mpumalanga,MP312 - Emalahleni,AFRICAN NATIONAL CONGRESS,PR,57171,30.18
2324,Mpumalanga,MP312 - Emalahleni,AFRICAN NATIONAL CONGRESS,Ward,57194,30.18
2325,Mpumalanga,MP312 - Emalahleni,AFRICAN PEOPLE'S CONVENTION,PR,378,30.18
2326,Mpumalanga,MP312 - Emalahleni,AFRICAN PEOPLE'S CONVENTION,Ward,33,30.18
2327,Mpumalanga,MP312 - Emalahleni,DEMOCRATIC ALLIANCE,PR,24367,30.18
2328,Mpumalanga,MP312 - Emalahleni,DEMOCRATIC ALLIANCE,Ward,24471,30.18
2329,Mpumalanga,MP312 - Emalahleni,ECONOMIC FREEDOM FIGHTERS,PR,11741,30.18
