,Province,Municipality,Party,BallotType,ValidVotesCast,% Voter Turnout
962,Gauteng,GT485 - Randfontein/Westonaria,INKATHA FREEDOM PARTY,PR,724,29.32
963,Gauteng,GT485 - Randfontein/Westonaria,INKATHA FREEDOM PARTY,Ward,701,29.32
964,Gauteng,GT485 - Randfontein/Westonaria,INTERNATIONAL REVELATION CONGRESS,PR,163,29.32
965,Gauteng,GT485 - Randfontein/Westonaria,INTERNATIONAL REVELATION CONGRESS,Ward,101,29.32
966,Gauteng,GT485 - Randfontein/Westonaria,PAN AFRICANIST CONGRESS OF AZANIA,Ward,27,29.32
967,Gauteng,GT485 - Randfontein/Westonaria,PATRIOTIC ALLIANCE,PR,252,29.32
968,Gauteng,GT485 - Randfontein/Westonaria,PATRIOTIC ALLIANCE,Ward,240,29.32
969,Gauteng,GT485 - Randfontein/Westonaria,RANDFONTEIN PEOPLES PARTY,PR,2537,29.32
970,Gauteng,GT485 - Randfontein/Westonaria,RANDFONTEIN PEOPLES PARTY,Ward,2429,29.32
971,Gauteng,GT485 - Randfontein/Westonaria,UNITED DEMOCRATIC MOVEMENT,PR,326,29.32
972,Gauteng,GT485 - Randfontein/Westonaria,UNITED DEMOCRATIC MOVEMENT,Ward,224,29.32
973,Gauteng,GT485 - Randfontein/Westonaria,VRYHEIDSFRONT PLUS,PR,1122,29.32
974,Gauteng,GT485 - Randfontein/Westonaria,VRYHEIDSFRONT PLUS,Ward,1254,29.32
975,Gauteng,JHB - City of Johannesburg,AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,3940,25.18
976,Gauteng,JHB - City of Johannesburg,AFRICAN CHRISTIAN DEMOCRATIC PARTY,Ward,3534,25.18
977,Gauteng,JHB - City of Johannesburg,AFRICAN INDEPENDENT CONGRESS,PR,20389,25.18
978,Gauteng,JHB - City of Johannesburg,AFRICAN INDEPENDENT CONGRESS,Ward,17575,25.18
979,Gauteng,JHB - City of Johannesburg,AFRICAN NATIONAL CONGRESS,PR,563912,25.18
980,Gauteng,JHB - City of Johannesburg,AFRICAN NATIONAL CONGRESS,Ward,554027,25.18
981,Gauteng,JHB - City of Johannesburg,AFRICAN PEOPLE'S CONVENTION,PR,2064,25.18
982,Gauteng,JHB - City of Johannesburg,AFRICAN PEOPLE'S CONVENTION,Ward,581,25.18
983,Gauteng,JHB - City of Johannesburg,AFRICAN PEOPLE'S SOCIALIST PARTY,PR,195,25.18
984,Gauteng,JHB - City of Johannesburg,AFRICAN PEOPLE'S SOCIALIST PARTY,Ward,267,25.18
985,Gauteng,JHB - City of Johannesburg,AGANG SOUTH AFRICA,PR,380,25.18
986,Gauteng,JHB - City of Johannesburg,AGANG SOUTH AFRICA,Ward,97,25.18
987,Gauteng,JHB - City of Johannesburg,AL JAMA-AH,PR,3908,25.18
988,Gauteng,JHB - City of Johannesburg,AL JAMA-AH,Ward,2794,25.18
989,Gauteng,JHB - City of Johannesburg,AZANIAN PEOPLE'S ORGANISATION,PR,815,25.18
990,Gauteng,JHB - City of Johannesburg,AZANIAN PEOPLE'S ORGANISATION,Ward,1279,25.18
991,Gauteng,JHB - City of Johannesburg,BOLSHEVIKS PARTY OF SOUTH AFRICA,PR,57,25.18
992,Gauteng,JHB - City of Johannesburg,BOLSHEVIKS PARTY OF SOUTH AFRICA,Ward,0,25.18
993,Gauteng,JHB - City of Johannesburg,BUILDING A COHESIVE SOCIETY,PR,158,25.18
994,Gauteng,JHB - City of Johannesburg,BUILDING A COHESIVE SOCIETY,Ward,120,25.18
995,Gauteng,JHB - City of Johannesburg,CONGRESS  OF THE PEOPLE,PR,2679,25.18
996,Gauteng,JHB - City of Johannesburg,CONGRESS  OF THE PEOPLE,Ward,1851,25.18
997,Gauteng,JHB - City of Johannesburg,DEMOCRATIC ALLIANCE,PR,483018,25.18
998,Gauteng,JHB - City of Johannesburg,DEMOCRATIC ALLIANCE,Ward,481837,25.18
999,Gauteng,JHB - City of Johannesburg,ECONOMIC FREEDOM FIGHTERS,PR,137202,25.18
1000,Gauteng,JHB - City of Johannesburg,ECONOMIC FREEDOM FIGHTERS,Ward,141303,25.18
1001,Gauteng,JHB - City of Johannesburg,INDEPENDENT,Ward,15416,25.18
1002,Gauteng,JHB - City of Johannesburg,INKATHA FREEDOM PARTY,PR,21464,25.18
1003,Gauteng,JHB - City of Johannesburg,INKATHA FREEDOM PARTY,Ward,21856,25.18
1004,Gauteng,JHB - City of Johannesburg,INTERNATIONAL REVELATION CONGRESS,PR,369,25.18
1005,Gauteng,JHB - City of Johannesburg,INTERNATIONAL REVELATION CONGRESS,Ward,180,25.18
1006,Gauteng,JHB - City of Johannesburg,OPERATION KHANYISA MOVEMENT,PR,995,25.18
1007,Gauteng,JHB - City of Johannesburg,OPERATION KHANYISA MOVEMENT,Ward,794,25.18
1008,Gauteng,JHB - City of Johannesburg,PAN AFRICANIST CONGRESS OF AZANIA,PR,2080,25.18
1009,Gauteng,JHB - City of Johannesburg,PAN AFRICANIST CONGRESS OF AZANIA,Ward,1119,25.18
1010,Gauteng,JHB - City of Johannesburg,PATRIOTIC ALLIANCE,PR,2148,25.18
1011,Gauteng,JHB - City of Johannesburg,PATRIOTIC ALLIANCE,Ward,1687,25.18
1012,Gauteng,JHB - City of Johannesburg,PATRIOTIC ASSOCIATION OF SOUTH AFRICA,PR,625,25.18
1013,Gauteng,JHB - City of Johannesburg,PATRIOTIC ASSOCIATION OF SOUTH AFRICA,Ward,694,25.18
1014,Gauteng,JHB - City of Johannesburg,PEOPLE'S CIVIC ORGANISATION,PR,173,25.18
1015,Gauteng,JHB - City of Johannesburg,PEOPLE'S CIVIC ORGANISATION,Ward,62,25.18
1016,Gauteng,JHB - City of Johannesburg,PREM PEOPLES AGENDA,PR,93,25.18
1017,Gauteng,JHB - City of Johannesburg,PREM PEOPLES AGENDA,Ward,27,25.18
1018,Gauteng,JHB - City of Johannesburg,THE SOCIALIST PARTY OF AZANIA,PR,343,25.18
1019,Gauteng,JHB - City of Johannesburg,THE SOCIALIST PARTY OF AZANIA,Ward,281,25.18
1020,Gauteng,JHB - City of Johannesburg,TRULY ALLIANCE,PR,1002,25.18
1021,Gauteng,JHB - City of Johannesburg,TRULY ALLIANCE,Ward,1511,25.18
1022,Gauteng,JHB - City of Johannesburg,UBUNTU PARTY,PR,380,25.18
1023,Gauteng,JHB - City of Johannesburg,UBUNTU PARTY,Ward,66,25.18
1024,Gauteng,JHB - City of Johannesburg,UNITED DEMOCRATIC MOVEMENT,PR,3080,25.18
1025,Gauteng,JHB - City of Johannesburg,UNITED DEMOCRATIC MOVEMENT,Ward,3478,25.18
1026,Gauteng,JHB - City of Johannesburg,UNITED FRONT OF CIVICS,Ward,50,25.18
1027,Gauteng,JHB - City of Johannesburg,VRYHEIDSFRONT PLUS,PR,3916,25.18
1028,Gauteng,JHB - City of Johannesburg,VRYHEIDSFRONT PLUS,Ward,4212,25.18
1029,Gauteng,TSH - Tshwane Metro,AFRICAN CHRISTIAN ALLIANCE-AFRIKANER CHRISTEN ALLIANSIE,PR,654,25.2
1030,Gauteng,TSH - Tshwane Metro,AFRICAN CHRISTIAN ALLIANCE-AFRIKANER CHRISTEN ALLIANSIE,Ward,561,25.2
1031,Gauteng,TSH - Tshwane Metro,AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,4168,25.2
1032,Gauteng,TSH - Tshwane Metro,AFRICAN CHRISTIAN DEMOCRATIC PARTY,Ward,4553,25.2
1033,Gauteng,TSH - Tshwane Metro,AFRICAN MANDATE CONGRESS,PR,786,25.2
1034,Gauteng,TSH - Tshwane Metro,AFRICAN MANDATE CONGRESS,Ward,504,25.2
1035,Gauteng,TSH - Tshwane Metro,AFRICAN NATIONAL CONGRESS,PR,366702,25.2
1036,Gauteng,TSH - Tshwane Metro,AFRICAN NATIONAL CONGRESS,Ward,361950,25.2
1037,Gauteng,TSH - Tshwane Metro,AFRICAN PEOPLE'S CONVENTION,PR,2151,25.2
1038,Gauteng,TSH - Tshwane Metro,AFRICAN PEOPLE'S CONVENTION,Ward,417,25.2
1039,Gauteng,TSH - Tshwane Metro,AFRICAN PEOPLE'S SOCIALIST PARTY,PR,164,25.2
1040,Gauteng,TSH - Tshwane Metro,AFRICAN PEOPLE'S SOCIALIST PARTY,Ward,251,25.2
1041,Gauteng,TSH - Tshwane Metro,AGANG SOUTH AFRICA,PR,392,25.2
1042,Gauteng,TSH - Tshwane Metro,AGANG SOUTH AFRICA,Ward,194,25.2
1043,Gauteng,TSH - Tshwane Metro,AZANIAN PEOPLE'S ORGANISATION,PR,543,25.2
1044,Gauteng,TSH - Tshwane Metro,AZANIAN PEOPLE'S ORGANISATION,Ward,693,25.2
1045,Gauteng,TSH - Tshwane Metro,CHRISTIAN DEMOCRATIC PARTY,PR,506,25.2
1046,Gauteng,TSH - Tshwane Metro,CHRISTIAN DEMOCRATIC PARTY,Ward,530,25.2
1047,Gauteng,TSH - Tshwane Metro,CONGRESS  OF THE PEOPLE,PR,1975,25.2
1048,Gauteng,TSH - Tshwane Metro,CONGRESS  OF THE PEOPLE,Ward,2347,25.2
1049,Gauteng,TSH - Tshwane Metro,DEMOCRATIC ALLIANCE,PR,381044,25.2
1050,Gauteng,TSH - Tshwane Metro,DEMOCRATIC ALLIANCE,Ward,381146,25.2
1051,Gauteng,TSH - Tshwane Metro,ECONOMIC FREEDOM FIGHTERS,PR,102895,25.2
1052,Gauteng,TSH - Tshwane Metro,ECONOMIC FREEDOM FIGHTERS,Ward,102511,25.2
1053,Gauteng,TSH - Tshwane Metro,FORUM 4 SERVICE DELIVERY,PR,360,25.2
1054,Gauteng,TSH - Tshwane Metro,FORUM 4 SERVICE DELIVERY,Ward,194,25.2
1055,Gauteng,TSH - Tshwane Metro,INDEPENDENT,Ward,5185,25.2
1056,Gauteng,TSH - Tshwane Metro,INKATHA FREEDOM PARTY,PR,862,25.2
1057,Gauteng,TSH - Tshwane Metro,INKATHA FREEDOM PARTY,Ward,220,25.2
1058,Gauteng,TSH - Tshwane Metro,MOVEMENT DEMOCRATIC PARTY,PR,79,25.2
1059,Gauteng,TSH - Tshwane Metro,MOVEMENT DEMOCRATIC PARTY,Ward,25,25.2
1060,Gauteng,TSH - Tshwane Metro,PAN AFRICANIST CONGRESS OF AZANIA,PR,1269,25.2
1061,Gauteng,TSH - Tshwane Metro,PAN AFRICANIST CONGRESS OF AZANIA,Ward,1767,25.2
1062,Gauteng,TSH - Tshwane Metro,PATRIOTIC ALLIANCE,PR,781,25.2
1063,Gauteng,TSH - Tshwane Metro,PATRIOTIC ALLIANCE,Ward,421,25.2
1064,Gauteng,TSH - Tshwane Metro,UNITED CHRISTIAN DEMOCRATIC PARTY,Ward,48,25.2
1065,Gauteng,TSH - Tshwane Metro,UNITED DEMOCRATIC MOVEMENT,PR,1157,25.2
1066,Gauteng,TSH - Tshwane Metro,UNITED DEMOCRATIC MOVEMENT,Ward,889,25.2
1067,Gauteng,TSH - Tshwane Metro,UNITED FRONT OF CIVICS,PR,184,25.2
1068,Gauteng,TSH - Tshwane Metro,UNITED FRONT OF CIVICS,Ward,79,25.2
1069,Gauteng,TSH - Tshwane Metro,VRYHEIDSFRONT PLUS,PR,17421,25.2
1070,Gauteng,TSH - Tshwane Metro,VRYHEIDSFRONT PLUS,Ward,17789,25.2
1071,KwaZulu-Natal,ETH - eThekwini,ACADEMIC CONGRESS UNION,PR,486,34.01
1072,KwaZulu-Natal,ETH - eThekwini,ACADEMIC CONGRESS UNION,Ward,439,34.01
1073,KwaZulu-Natal,ETH - eThekwini,AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,5956,34.01
1074,KwaZulu-Natal,ETH - eThekwini,AFRICAN CHRISTIAN DEMOCRATIC PARTY,Ward,6147,34.01
1075,KwaZulu-Natal,ETH - eThekwini,AFRICAN INDEPENDENT CONGRESS,PR,16673,34.01
1076,KwaZulu-Natal,ETH - eThekwini,AFRICAN INDEPENDENT CONGRESS,Ward,13772,34.01
1077,KwaZulu-Natal,ETH - eThekwini,AFRICAN MANTUNGWA COMMUNITY,PR,1935,34.01
1078,KwaZulu-Natal,ETH - eThekwini,AFRICAN MANTUNGWA COMMUNITY,Ward,1469,34.01
1079,KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,PR,652891,34.01
1080,KwaZulu-Natal,ETH - eThekwini,AFRICAN NATIONAL CONGRESS,Ward,593621,34.01
1081,KwaZulu-Natal,ETH - eThekwini,AFRICAN PEOPLE'S CONVENTION,PR,2922,34.01
1082,KwaZulu-Natal,ETH - eThekwini,AFRICAN PEOPLE'S CONVENTION,Ward,1695,34.01
1083,KwaZulu-Natal,ETH - eThekwini,AL JAMA-AH,PR,2003,34.01
1084,KwaZulu-Natal,ETH - eThekwini,AL JAMA-AH,Ward,2284,34.01
1085,KwaZulu-Natal,ETH - eThekwini,ALLIED MOVEMENT FOR CHANGE,PR,860,34.01
1086,KwaZulu-Natal,ETH - eThekwini,ALLIED MOVEMENT FOR CHANGE,Ward,1023,34.01
1087,KwaZulu-Natal,ETH - eThekwini,AZANIAN PEOPLE'S ORGANISATION,PR,476,34.01
1088,KwaZulu-Natal,ETH - eThekwini,AZANIAN PEOPLE'S ORGANISATION,Ward,413,34.01
1089,KwaZulu-Natal,ETH - eThekwini,CONGRESS  OF THE PEOPLE,PR,1566,34.01
1090,KwaZulu-Natal,ETH - eThekwini,CONGRESS  OF THE PEOPLE,Ward,709,34.01
1091,KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,PR,304206,34.01
1092,KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC ALLIANCE,Ward,294867,34.01
1093,KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC LIBERAL CONGRESS,PR,4801,34.01
1094,KwaZulu-Natal,ETH - eThekwini,DEMOCRATIC LIBERAL CONGRESS,Ward,6714,34.01
1095,KwaZulu-Natal,ETH - eThekwini,ECONOMIC FREEDOM FIGHTERS,PR,40087,34.01
1096,KwaZulu-Natal,ETH - eThekwini,ECONOMIC FREEDOM FIGHTERS,Ward,36552,34.01
1097,KwaZulu-Natal,ETH - eThekwini,INDEPENDENT,Ward,93432,34.01
1098,KwaZulu-Natal,ETH - eThekwini,INDEPENDENT PEOPLE'S PARTY,PR,1498,34.01
1099,KwaZulu-Natal,ETH - eThekwini,INDEPENDENT PEOPLE'S PARTY,Ward,944,34.01
1100,KwaZulu-Natal,ETH - eThekwini,INDEPENDENT RATEPAYERS ASSOCIATION OF SA,PR,439,34.01
1101,KwaZulu-Natal,ETH - eThekwini,INDEPENDENT RATEPAYERS ASSOCIATION OF SA,Ward,537,34.01
1102,KwaZulu-Natal,ETH - eThekwini,INKATHA FREEDOM PARTY,PR,47260,34.01
1103,KwaZulu-Natal,ETH - eThekwini,INKATHA FREEDOM PARTY,Ward,46154,34.01
1104,KwaZulu-Natal,ETH - eThekwini,MINORITIES OF SOUTH AFRICA,PR,3018,34.01
1105,KwaZulu-Natal,ETH - eThekwini,MINORITIES OF SOUTH AFRICA,Ward,3870,34.01
1106,KwaZulu-Natal,ETH - eThekwini,MINORITY FRONT,PR,5070,34.01
1107,KwaZulu-Natal,ETH - eThekwini,MINORITY FRONT,Ward,6725,34.01
1108,KwaZulu-Natal,ETH - eThekwini,PAN AFRICANIST CONGRESS OF AZANIA,PR,1041,34.01
1109,KwaZulu-Natal,ETH - eThekwini,PAN AFRICANIST CONGRESS OF AZANIA,Ward,790,34.01
1110,KwaZulu-Natal,ETH - eThekwini,PEOPLE'S REVOLUTIONARY MOVEMENT,PR,1823,34.01
1111,KwaZulu-Natal,ETH - eThekwini,PEOPLE'S REVOLUTIONARY MOVEMENT,Ward,1053,34.01
1112,KwaZulu-Natal,ETH - eThekwini,SOUTH AFRICAN POLITICAL PARTY,PR,328,34.01
1113,KwaZulu-Natal,ETH - eThekwini,SOUTH AFRICAN POLITICAL PARTY,Ward,18,34.01
1114,KwaZulu-Natal,ETH - eThekwini,THE PROMISE OF FREEDOM,PR,263,34.01
1115,KwaZulu-Natal,ETH - eThekwini,THE PROMISE OF FREEDOM,Ward,35,34.01
1116,KwaZulu-Natal,ETH - eThekwini,TRULY ALLIANCE,PR,4686,34.01
1117,KwaZulu-Natal,ETH - eThekwini,TRULY ALLIANCE,Ward,4452,34.01
1118,KwaZulu-Natal,ETH - eThekwini,UNITED DEMOCRATIC MOVEMENT,PR,1324,34.01
1119,KwaZulu-Natal,ETH - eThekwini,UNITED DEMOCRATIC MOVEMENT,Ward,73,34.01
1120,KwaZulu-Natal,ETH - eThekwini,UNITED PEOPLES PARTY,PR,1469,34.01
1121,KwaZulu-Natal,ETH - eThekwini,UNITED PEOPLES PARTY,Ward,1873,34.01
1122,KwaZulu-Natal,ETH - eThekwini,UNITED RESIDENTS FRONT,PR,342,34.01
1123,KwaZulu-Natal,ETH - eThekwini,UNITED RESIDENTS FRONT,Ward,270,34.01
1124,KwaZulu-Natal,ETH - eThekwini,VRYHEIDSFRONT PLUS,PR,1129,34.01
1125,KwaZulu-Natal,ETH - eThekwini,VRYHEIDSFRONT PLUS,Ward,1122,34.01
1126,KwaZulu-Natal,KZN212 - Umdoni,AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,221,36.11
1127,KwaZulu-Natal,KZN212 - Umdoni,AFRICAN CHRISTIAN DEMOCRATIC PARTY,Ward,183,36.11
1128,KwaZulu-Natal,KZN212 - Umdoni,AFRICAN INDEPENDENT CONGRESS,PR,887,36.11
1129,KwaZulu-Natal,KZN212 - Umdoni,AFRICAN INDEPENDENT CONGRESS,Ward,694,36.11
1130,KwaZulu-Natal,KZN212 - Umdoni,AFRICAN MANTUNGWA COMMUNITY,PR,568,36.11
1131,KwaZulu-Natal,KZN212 - Umdoni,AFRICAN MANTUNGWA COMMUNITY,Ward,470,36.11
1132,KwaZulu-Natal,KZN212 - Umdoni,AFRICAN NATIONAL CONGRESS,PR,25959,36.11
1133,KwaZulu-Natal,KZN212 - Umdoni,AFRICAN NATIONAL CONGRESS,Ward,24471,36.11
1134,KwaZulu-Natal,KZN212 - Umdoni,AL JAMA-AH,PR,648,36.11
1135,KwaZulu-Natal,KZN212 - Umdoni,AL JAMA-AH,Ward,687,36.11
1136,KwaZulu-Natal,KZN212 - Umdoni,ALLIED MOVEMENT FOR CHANGE,PR,1106,36.11
1137,KwaZulu-Natal,KZN212 - Umdoni,ALLIED MOVEMENT FOR CHANGE,Ward,1274,36.11
1138,KwaZulu-Natal,KZN212 - Umdoni,DEMOCRATIC ALLIANCE,PR,7487,36.11
1139,KwaZulu-Natal,KZN212 - Umdoni,DEMOCRATIC ALLIANCE,Ward,7210,36.11
1140,KwaZulu-Natal,KZN212 - Umdoni,ECONOMIC FREEDOM FIGHTERS,PR,1319,36.11
1141,KwaZulu-Natal,KZN212 - Umdoni,ECONOMIC FREEDOM FIGHTERS,Ward,1321,36.11
1142,KwaZulu-Natal,KZN212 - Umdoni,INDEPENDENT,Ward,1938,36.11
1143,KwaZulu-Natal,KZN212 - Umdoni,INKATHA FREEDOM PARTY,PR,3763,36.11
1144,KwaZulu-Natal,KZN212 - Umdoni,INKATHA FREEDOM PARTY,Ward,3798,36.11
1145,KwaZulu-Natal,KZN213 - Umzumbe,AFRICAN NATIONAL CONGRESS,PR,33309,42.58
1146,KwaZulu-Natal,KZN213 - Umzumbe,AFRICAN NATIONAL CONGRESS,Ward,32816,42.58
1147,KwaZulu-Natal,KZN213 - Umzumbe,AFRICAN PEOPLE'S CONVENTION,PR,628,42.58
1148,KwaZulu-Natal,KZN213 - Umzumbe,AFRICAN PEOPLE'S CONVENTION,Ward,587,42.58
1149,KwaZulu-Natal,KZN213 - Umzumbe,DEMOCRATIC ALLIANCE,PR,661,42.58
1150,KwaZulu-Natal,KZN213 - Umzumbe,DEMOCRATIC ALLIANCE,Ward,685,42.58
1151,KwaZulu-Natal,KZN213 - Umzumbe,ECONOMIC FREEDOM FIGHTERS,PR,1584,42.58
1152,KwaZulu-Natal,KZN213 - Umzumbe,ECONOMIC FREEDOM FIGHTERS,Ward,1415,42.58
1153,KwaZulu-Natal,KZN213 - Umzumbe,INDEPENDENT,Ward,509,42.58
1154,KwaZulu-Natal,KZN213 - Umzumbe,INKATHA FREEDOM PARTY,PR,7097,42.58
1155,KwaZulu-Natal,KZN213 - Umzumbe,INKATHA FREEDOM PARTY,Ward,7500,42.58
1156,KwaZulu-Natal,KZN213 - Umzumbe,STRENGTH OF HUMANITY,PR,392,42.58
1157,KwaZulu-Natal,KZN213 - Umzumbe,STRENGTH OF HUMANITY,Ward,320,42.58
1158,KwaZulu-Natal,KZN214 - UMuziwabantu,AFRICAN NATIONAL CONGRESS,PR,20106,43.69
1159,KwaZulu-Natal,KZN214 - UMuziwabantu,AFRICAN NATIONAL CONGRESS,Ward,19852,43.69
1160,KwaZulu-Natal,KZN214 - UMuziwabantu,DEMOCRATIC ALLIANCE,PR,1041,43.69
1161,KwaZulu-Natal,KZN214 - UMuziwabantu,DEMOCRATIC ALLIANCE,Ward,1055,43.69
1162,KwaZulu-Natal,KZN214 - UMuziwabantu,ECONOMIC FREEDOM FIGHTERS,PR,890,43.69
1163,KwaZulu-Natal,KZN214 - UMuziwabantu,ECONOMIC FREEDOM FIGHTERS,Ward,926,43.69
1164,KwaZulu-Natal,KZN214 - UMuziwabantu,INKATHA FREEDOM PARTY,PR,5881,43.69
1165,KwaZulu-Natal,KZN214 - UMuziwabantu,INKATHA FREEDOM PARTY,Ward,6077,43.69
1166,KwaZulu-Natal,KZN216 - Hibiscus Coast,AFRICAN INDEPENDENT CONGRESS,PR,3216,40.03
1167,KwaZulu-Natal,KZN216 - Hibiscus Coast,AFRICAN INDEPENDENT CONGRESS,Ward,797,40.03
1168,KwaZulu-Natal,KZN216 - Hibiscus Coast,AFRICAN NATIONAL CONGRESS,PR,67021,40.03
1169,KwaZulu-Natal,KZN216 - Hibiscus Coast,AFRICAN NATIONAL CONGRESS,Ward,68387,40.03
1170,KwaZulu-Natal,KZN216 - Hibiscus Coast,DEMOCRATIC ALLIANCE,PR,20075,40.03
1171,KwaZulu-Natal,KZN216 - Hibiscus Coast,DEMOCRATIC ALLIANCE,Ward,20082,40.03
1172,KwaZulu-Natal,KZN216 - Hibiscus Coast,ECONOMIC FREEDOM FIGHTERS,PR,3335,40.03
1173,KwaZulu-Natal,KZN216 - Hibiscus Coast,ECONOMIC FREEDOM FIGHTERS,Ward,3380,40.03
1174,KwaZulu-Natal,KZN216 - Hibiscus Coast,INDEPENDENT,Ward,1359,40.03
1175,KwaZulu-Natal,KZN216 - Hibiscus Coast,INKATHA FREEDOM PARTY,PR,7431,40.03
1176,KwaZulu-Natal,KZN216 - Hibiscus Coast,INKATHA FREEDOM PARTY,Ward,7850,40.03
1177,KwaZulu-Natal,KZN216 - Hibiscus Coast,VRYHEIDSFRONT PLUS,PR,729,40.03
1178,KwaZulu-Natal,KZN216 - Hibiscus Coast,VRYHEIDSFRONT PLUS,Ward,623,40.03
1179,KwaZulu-Natal,KZN221 - uMshwathi,AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,319,48.7
1180,KwaZulu-Natal,KZN221 - uMshwathi,AFRICAN CHRISTIAN DEMOCRATIC PARTY,Ward,157,48.7
1181,KwaZulu-Natal,KZN221 - uMshwathi,AFRICAN NATIONAL CONGRESS,PR,27196,48.7
1182,KwaZulu-Natal,KZN221 - uMshwathi,AFRICAN NATIONAL CONGRESS,Ward,26120,48.7
1183,KwaZulu-Natal,KZN221 - uMshwathi,DEMOCRATIC ALLIANCE,PR,3074,48.7
1184,KwaZulu-Natal,KZN221 - uMshwathi,DEMOCRATIC ALLIANCE,Ward,2924,48.7
1185,KwaZulu-Natal,KZN221 - uMshwathi,ECONOMIC FREEDOM FIGHTERS,PR,1291,48.7
1186,KwaZulu-Natal,KZN221 - uMshwathi,ECONOMIC FREEDOM FIGHTERS,Ward,1096,48.7
1187,KwaZulu-Natal,KZN221 - uMshwathi,INDEPENDENT,Ward,2454,48.7
1188,KwaZulu-Natal,KZN221 - uMshwathi,INKATHA FREEDOM PARTY,PR,4401,48.7
1189,KwaZulu-Natal,KZN221 - uMshwathi,INKATHA FREEDOM PARTY,Ward,4336,48.7
1190,KwaZulu-Natal,KZN222 - uMngeni,AFRICAN CHRISTIAN DEMOCRATIC PARTY,PR,183,37.76
1191,KwaZulu-Natal,KZN222 - uMngeni,AFRICAN CHRISTIAN DEMOCRATIC PARTY,Ward,190,37.76
1192,KwaZulu-Natal,KZN222 - uMngeni,AFRICAN NATIONAL CONGRESS,PR,19469,37.76
1193,KwaZulu-Natal,KZN222 - uMngeni,AFRICAN NATIONAL CONGRESS,Ward,19347,37.76
1194,KwaZulu-Natal,KZN222 - uMngeni,CONGRESS  OF THE PEOPLE,Ward,31,37.76
1195,KwaZulu-Natal,KZN222 - uMngeni,DEMOCRATIC ALLIANCE,PR,14301,37.76
1196,KwaZulu-Natal,KZN222 - uMngeni,DEMOCRATIC ALLIANCE,Ward,14306,37.76
1197,KwaZulu-Natal,KZN222 - uMngeni,ECONOMIC FREEDOM FIGHTERS,PR,484,37.76
1198,KwaZulu-Natal,KZN222 - uMngeni,ECONOMIC FREEDOM FIGHTERS,Ward,489,37.76
1199,KwaZulu-Natal,KZN222 - uMngeni,INKATHA FREEDOM PARTY,PR,385,37.76
1200,KwaZulu-Natal,KZN222 - uMngeni,INKATHA FREEDOM PARTY,Ward,387,37.76
1201,KwaZulu-Natal,KZN223 - Mooi Mpofana,AFRICAN NATIONAL CONGRESS,PR,7471,46.29
1202,KwaZulu-Natal,KZN223 - Mooi Mpofana,AFRICAN NATIONAL CONGRESS,Ward,7427,46.29
1203,KwaZulu-Natal,KZN223 - Mooi Mpofana,DEMOCRATIC ALLIANCE,PR,1408,46.29
1204,KwaZulu-Natal,KZN223 - Mooi Mpofana,DEMOCRATIC ALLIANCE,Ward,1414,46.29
1205,KwaZulu-Natal,KZN223 - Mooi Mpofana,ECONOMIC FREEDOM FIGHTERS,PR,250,46.29
1206,KwaZulu-Natal,KZN223 - Mooi Mpofana,ECONOMIC FREEDOM FIGHTERS,Ward,252,46.29
1207,KwaZulu-Natal,KZN223 - Mooi Mpofana,INKATHA FREEDOM PARTY,PR,1022,46.29
1208,KwaZulu-Natal,KZN223 - Mooi Mpofana,INKATHA FREEDOM PARTY,Ward,1064,46.29
1209,KwaZulu-Natal,KZN224 - Impendle,AFRICAN NATIONAL CONGRESS,PR,10165,60.43
1210,KwaZulu-Natal,KZN224 - Impendle,AFRICAN NATIONAL CONGRESS,Ward,10283,60.43
1211,KwaZulu-Natal,KZN224 - Impendle,AFRICAN PEOPLE'S CONVENTION,PR,110,60.43
1212,KwaZulu-Natal,KZN224 - Impendle,AFRICAN PEOPLE'S CONVENTION,Ward,58,60.43
1213,KwaZulu-Natal,KZN224 - Impendle,CONGRESS  OF THE PEOPLE,PR,44,60.43
1214,KwaZulu-Natal,KZN224 - Impendle,CONGRESS  OF THE PEOPLE,Ward,24,60.43
1215,KwaZulu-Natal,KZN224 - Impendle,DEMOCRATIC ALLIANCE,PR,255,60.43
1216,KwaZulu-Natal,KZN224 - Impendle,DEMOCRATIC ALLIANCE,Ward,282,60.43
1217,KwaZulu-Natal,KZN224 - Impendle,ECONOMIC FREEDOM FIGHTERS,PR,246,60.43
1218,KwaZulu-Natal,KZN224 - Impendle,ECONOMIC FREEDOM FIGHTERS,Ward,259,60.43
1219,KwaZulu-Natal,KZN224 - Impendle,INKATHA FREEDOM PARTY,PR,574,60.43
1220,KwaZulu-Natal,KZN224 - Impendle,INKATHA FREEDOM PARTY,Ward,572,60.43
